authorID,conferenceID,chairID
a98034,c102,chair89
a84401,c102,chair89
a26958,c102,chair89
a15614,c102,chair89
a17425,c102,chair89
a62593,c102,chair89
a42561,c102,chair89
a23476,c102,chair89
a78524,c102,chair89
a83931,c48,chair90
a75990,c48,chair90
a90732,c48,chair90
a70615,c48,chair90
a71899,c48,chair90
a22688,c48,chair90
a30081,c48,chair90
a91669,c48,chair90
a48080,c48,chair90
a41425,c48,chair90
a3047,c186,chair91
a87162,c186,chair91
a81745,c186,chair91
a16355,c186,chair91
a11888,c186,chair91
a50417,c186,chair91
a20237,c186,chair91
a37337,c186,chair91
a54409,c186,chair91
a23843,c186,chair91
a6465,c66,chair92
a12312,c66,chair92
a74823,c66,chair92
a98082,c66,chair92
a25913,c66,chair92
a82719,c66,chair92
a97381,c66,chair92
a7916,c66,chair92
a95210,c66,chair92
a101435,c66,chair92
a25054,c70,chair93
a54126,c70,chair93
a57101,c70,chair93
a78051,c70,chair93
a23747,c70,chair93
a34252,c70,chair93
a103679,c70,chair93
a24933,c70,chair93
a82444,c70,chair93
a72496,c70,chair93
a54926,c224,chair94
a59445,c224,chair94
a40489,c224,chair94
a77782,c224,chair94
a20305,c224,chair94
a37179,c224,chair94
a98695,c224,chair94
a59782,c224,chair94
a89611,c224,chair94
a88861,c224,chair94
a44365,c127,chair95
a98147,c127,chair95
a39389,c127,chair95
a97721,c127,chair95
a38864,c127,chair95
a63419,c127,chair95
a49618,c127,chair95
a83660,c127,chair95
a56825,c127,chair95
a34689,c127,chair95
a72642,c120,chair96
a50067,c120,chair96
a105542,c120,chair96
a53248,c120,chair96
a54749,c120,chair96
a87786,c120,chair96
a92100,c120,chair96
a46150,c120,chair96
a58554,c120,chair96
a41035,c120,chair96
a47203,c54,chair97
a49709,c54,chair97
a96028,c54,chair97
a96323,c54,chair97
a59438,c54,chair97
a75803,c54,chair97
a50743,c54,chair97
a100087,c54,chair97
a24522,c54,chair97
a18222,c54,chair97
a36330,c118,chair98
a33716,c118,chair98
a37502,c118,chair98
a83527,c118,chair98
a87650,c118,chair98
a56266,c118,chair98
a64838,c118,chair98
a5561,c118,chair98
a47944,c118,chair98
a46565,c118,chair98
a16884,c98,chair99
a70126,c98,chair99
a61211,c98,chair99
a18360,c98,chair99
a104421,c98,chair99
a100098,c98,chair99
a72078,c98,chair99
a22001,c98,chair99
a6201,c98,chair99
a93968,c98,chair99
a55403,c122,chair100
a62719,c122,chair100
a29718,c122,chair100
a48525,c122,chair100
a89118,c122,chair100
a87777,c122,chair100
a27568,c122,chair100
a94863,c122,chair100
a31425,c122,chair100
a58377,c122,chair100
a34745,c201,chair101
a45614,c201,chair101
a16331,c201,chair101
a35926,c201,chair101
a95499,c201,chair101
a72863,c201,chair101
a38375,c201,chair101
a61507,c201,chair101
a38499,c201,chair101
a87038,c201,chair101
a22605,c97,chair102
a71321,c97,chair102
a67460,c97,chair102
a103732,c97,chair102
a21941,c97,chair102
a88174,c97,chair102
a6426,c97,chair102
a86933,c97,chair102
a94692,c97,chair102
a82531,c97,chair102
a49886,c188,chair103
a19438,c188,chair103
a78438,c188,chair103
a66305,c188,chair103
a100925,c188,chair103
a3116,c188,chair103
a74670,c188,chair103
a67079,c188,chair103
a84670,c188,chair103
a59020,c188,chair103
a2320,c114,chair104
a12642,c114,chair104
a20953,c114,chair104
a69176,c114,chair104
a47028,c114,chair104
a28642,c114,chair104
a90798,c114,chair104
a40468,c114,chair104
a77981,c114,chair104
a81848,c114,chair104
a63239,c105,chair105
a80861,c105,chair105
a21262,c105,chair105
a15182,c105,chair105
a26101,c105,chair105
a98209,c105,chair105
a47610,c105,chair105
a82903,c105,chair105
a61253,c105,chair105
a51791,c105,chair105
a42976,c193,chair106
a11946,c193,chair106
a92330,c193,chair106
a15572,c193,chair106
a86438,c193,chair106
a91545,c193,chair106
a58257,c193,chair106
a22935,c193,chair106
a7895,c193,chair106
a18353,c193,chair106
a24808,c94,chair107
a41652,c94,chair107
a8529,c94,chair107
a288,c94,chair107
a22364,c94,chair107
a53396,c94,chair107
a31317,c94,chair107
a98592,c94,chair107
a76535,c94,chair107
a30669,c94,chair107
a49532,c220,chair108
a97314,c220,chair108
a11045,c220,chair108
a98515,c220,chair108
a22700,c220,chair108
a39147,c220,chair108
a61685,c220,chair108
a66587,c220,chair108
a55747,c220,chair108
a2685,c220,chair108
a93117,c12,chair109
a13505,c12,chair109
a100206,c12,chair109
a91145,c12,chair109
a74370,c12,chair109
a94558,c12,chair109
a66532,c12,chair109
a62584,c12,chair109
a36816,c12,chair109
a24543,c12,chair109
a80269,c165,chair110
a42479,c165,chair110
a62945,c165,chair110
a84661,c165,chair110
a55806,c165,chair110
a54678,c165,chair110
a19135,c165,chair110
a36422,c165,chair110
a19869,c165,chair110
a45808,c165,chair110
a91217,c130,chair111
a30675,c130,chair111
a88351,c130,chair111
a24114,c130,chair111
a5309,c130,chair111
a77791,c130,chair111
a79477,c130,chair111
a83486,c130,chair111
a105810,c130,chair111
a60094,c130,chair111
a87901,c147,chair112
a59827,c147,chair112
a45466,c147,chair112
a59348,c147,chair112
a35913,c147,chair112
a18075,c147,chair112
a86370,c147,chair112
a9072,c147,chair112
a42795,c147,chair112
a13852,c147,chair112
a71262,c211,chair113
a86278,c211,chair113
a10572,c211,chair113
a20949,c211,chair113
a56592,c211,chair113
a44466,c211,chair113
a39805,c211,chair113
a57862,c211,chair113
a65502,c211,chair113
a28487,c211,chair113
a13721,c180,chair114
a63398,c180,chair114
a16370,c180,chair114
a70078,c180,chair114
a41009,c180,chair114
a87360,c180,chair114
a60478,c180,chair114
a41799,c180,chair114
a14423,c180,chair114
a77157,c180,chair114
a49010,c161,chair115
a58227,c161,chair115
a61830,c161,chair115
a11846,c161,chair115
a943,c161,chair115
a49567,c161,chair115
a76485,c161,chair115
a23619,c161,chair115
a103636,c161,chair115
a17012,c161,chair115
a20989,c81,chair116
a96872,c81,chair116
a73827,c81,chair116
a75343,c81,chair116
a6295,c81,chair116
a63579,c81,chair116
a55869,c81,chair116
a57696,c81,chair116
a92246,c81,chair116
a78496,c81,chair116
a40381,c151,chair117
a64644,c151,chair117
a56229,c151,chair117
a86387,c151,chair117
a74063,c151,chair117
a11727,c151,chair117
a82927,c151,chair117
a6662,c151,chair117
a72787,c151,chair117
a88070,c151,chair117
a83951,c152,chair118
a92846,c152,chair118
a83508,c152,chair118
a79259,c152,chair118
a60670,c152,chair118
a43006,c152,chair118
a36876,c152,chair118
a74278,c152,chair118
a73252,c152,chair118
a62311,c152,chair118
a65645,c13,chair119
a53607,c13,chair119
a44841,c13,chair119
a45842,c13,chair119
a82692,c13,chair119
a67747,c13,chair119
a73076,c13,chair119
a60637,c13,chair119
a76273,c13,chair119
a64898,c13,chair119
a18509,c218,chair120
a61498,c218,chair120
a22992,c218,chair120
a96051,c218,chair120
a69414,c218,chair120
a66165,c218,chair120
a7594,c218,chair120
a93467,c218,chair120
a27576,c218,chair120
a96290,c218,chair120
a103205,c82,chair121
a42063,c82,chair121
a87990,c82,chair121
a44831,c82,chair121
a10406,c82,chair121
a9423,c82,chair121
a25770,c82,chair121
a97237,c82,chair121
a17815,c82,chair121
a69456,c82,chair121
a3797,c112,chair122
a40811,c112,chair122
a42441,c112,chair122
a756,c112,chair122
a40346,c112,chair122
a101522,c112,chair122
a43960,c112,chair122
a88717,c112,chair122
a6187,c112,chair122
a17760,c112,chair122
a65959,c209,chair123
a61057,c209,chair123
a58448,c209,chair123
a21287,c209,chair123
a101904,c209,chair123
a63167,c209,chair123
a17486,c209,chair123
a73572,c209,chair123
a26551,c209,chair123
a22389,c209,chair123
a62198,c205,chair124
a97162,c205,chair124
a24505,c205,chair124
a62018,c205,chair124
a96470,c205,chair124
a51118,c205,chair124
a36675,c205,chair124
a7813,c205,chair124
a95524,c205,chair124
a24359,c205,chair124
a71653,c45,chair125
a15844,c45,chair125
a37773,c45,chair125
a21904,c45,chair125
a23037,c45,chair125
a61047,c45,chair125
a93734,c45,chair125
a54630,c45,chair125
a53853,c45,chair125
a88208,c45,chair125
a5603,c167,chair126
a46966,c167,chair126
a63641,c167,chair126
a6851,c167,chair126
a30218,c167,chair126
a98749,c167,chair126
a21970,c167,chair126
a3716,c167,chair126
a57337,c167,chair126
a17249,c167,chair126
a23749,c103,chair127
a84395,c103,chair127
a41691,c103,chair127
a40646,c103,chair127
a19524,c103,chair127
a64214,c103,chair127
a4639,c103,chair127
a50556,c103,chair127
a91037,c103,chair127
a30708,c103,chair127
a51470,c36,chair128
a24387,c36,chair128
a2603,c36,chair128
a37015,c36,chair128
a18960,c36,chair128
a104592,c36,chair128
a30575,c36,chair128
a89036,c36,chair128
a60191,c36,chair128
a71083,c36,chair128
a99407,c187,chair129
a27098,c187,chair129
a101093,c187,chair129
a20020,c187,chair129
a66495,c187,chair129
a97343,c187,chair129
a76736,c187,chair129
a92748,c187,chair129
a88221,c187,chair129
a40184,c187,chair129
a14463,c213,chair130
a34371,c213,chair130
a51989,c213,chair130
a48870,c213,chair130
a41953,c213,chair130
a78704,c213,chair130
a77739,c213,chair130
a2868,c213,chair130
a78441,c213,chair130
a105775,c213,chair130
a27155,c179,chair131
a51474,c179,chair131
a78502,c179,chair131
a47007,c179,chair131
a91064,c179,chair131
a86281,c179,chair131
a25798,c179,chair131
a73080,c179,chair131
a76201,c179,chair131
a101438,c179,chair131
a79020,c154,chair132
a30019,c154,chair132
a56962,c154,chair132
a56328,c154,chair132
a64189,c154,chair132
a102646,c154,chair132
a61325,c154,chair132
a95602,c154,chair132
a35768,c154,chair132
a59761,c154,chair132
a91526,c75,chair133
a4545,c75,chair133
a5157,c75,chair133
a76108,c75,chair133
a80663,c75,chair133
a13957,c75,chair133
a71556,c75,chair133
a95152,c75,chair133
a45274,c75,chair133
a10329,c75,chair133
a45644,c207,chair134
a51379,c207,chair134
a58107,c207,chair134
a30883,c207,chair134
a14670,c207,chair134
a34265,c207,chair134
a84552,c207,chair134
a880,c207,chair134
a94448,c207,chair134
a75315,c207,chair134
a8205,c200,chair135
a54001,c200,chair135
a44564,c200,chair135
a91660,c200,chair135
a105613,c200,chair135
a34191,c200,chair135
a59826,c200,chair135
a73772,c200,chair135
a51635,c200,chair135
a67988,c200,chair135
a76264,c214,chair136
a35051,c214,chair136
a61783,c214,chair136
a89663,c214,chair136
a94056,c214,chair136
a56015,c214,chair136
a63527,c214,chair136
a3085,c214,chair136
a48914,c214,chair136
a100177,c214,chair136
a58494,c2,chair137
a47915,c2,chair137
a2071,c2,chair137
a60323,c2,chair137
a62255,c2,chair137
a37687,c2,chair137
a19555,c2,chair137
a80726,c2,chair137
a68621,c2,chair137
a81170,c2,chair137
a62773,c176,chair138
a90968,c176,chair138
a64845,c176,chair138
a85100,c176,chair138
a13401,c176,chair138
a88750,c176,chair138
a103041,c176,chair138
a66259,c176,chair138
a105124,c176,chair138
a100442,c176,chair138
a62728,c6,chair139
a92660,c6,chair139
a1150,c6,chair139
a76217,c6,chair139
a80575,c6,chair139
a52586,c6,chair139
a101311,c6,chair139
a99167,c6,chair139
a28863,c6,chair139
a93994,c6,chair139
a38303,c194,chair140
a28286,c194,chair140
a13797,c194,chair140
a8180,c194,chair140
a15530,c194,chair140
a69750,c194,chair140
a55104,c194,chair140
a38802,c194,chair140
a85295,c194,chair140
a95853,c194,chair140
a97516,c181,chair141
a69756,c181,chair141
a100696,c181,chair141
a51480,c181,chair141
a48927,c181,chair141
a23835,c181,chair141
a61583,c181,chair141
a7781,c181,chair141
a1480,c181,chair141
a83945,c181,chair141
a71251,c77,chair142
a33810,c77,chair142
a46506,c77,chair142
a13664,c77,chair142
a42159,c77,chair142
a95889,c77,chair142
a90427,c77,chair142
a91343,c77,chair142
a72695,c77,chair142
a5540,c77,chair142
a69140,c113,chair143
a26774,c113,chair143
a68384,c113,chair143
a59729,c113,chair143
a82807,c113,chair143
a104668,c113,chair143
a87878,c113,chair143
a43498,c113,chair143
a70024,c113,chair143
a38003,c113,chair143
a85420,c65,chair144
a32220,c65,chair144
a25815,c65,chair144
a71802,c65,chair144
a57917,c65,chair144
a27069,c65,chair144
a99004,c65,chair144
a2398,c65,chair144
a77629,c65,chair144
a102182,c65,chair144
a38269,c46,chair145
a87403,c46,chair145
a80184,c46,chair145
a38650,c46,chair145
a55616,c46,chair145
a84434,c46,chair145
a53652,c46,chair145
a38240,c46,chair145
a95204,c46,chair145
a96283,c46,chair145
a23124,c74,chair146
a94834,c74,chair146
a35137,c74,chair146
a25987,c74,chair146
a58509,c74,chair146
a37782,c74,chair146
a23032,c74,chair146
a25845,c74,chair146
a10417,c74,chair146
a75685,c74,chair146
a75173,c92,chair147
a83252,c92,chair147
a87826,c92,chair147
a4750,c92,chair147
a47616,c92,chair147
a65445,c92,chair147
a21034,c92,chair147
a32372,c92,chair147
a61529,c92,chair147
a68228,c92,chair147
a66215,c169,chair148
a20204,c169,chair148
a5317,c169,chair148
a2771,c169,chair148
a80503,c169,chair148
a91093,c169,chair148
a83868,c169,chair148
a50776,c169,chair148
a55663,c169,chair148
a44503,c169,chair148
a58966,c87,chair149
a72538,c87,chair149
a5288,c87,chair149
a46058,c87,chair149
a63521,c87,chair149
a77461,c87,chair149
a97579,c87,chair149
a47110,c87,chair149
a104135,c87,chair149
a64192,c87,chair149
a101098,c143,chair150
a97576,c143,chair150
a56567,c143,chair150
a79240,c143,chair150
a68097,c143,chair150
a76698,c143,chair150
a63060,c143,chair150
a78204,c143,chair150
a83846,c143,chair150
a20034,c143,chair150
a24477,c160,chair151
a9037,c160,chair151
a91296,c160,chair151
a4262,c160,chair151
a42954,c160,chair151
a3208,c160,chair151
a95351,c160,chair151
a15480,c160,chair151
a99449,c160,chair151
a58668,c160,chair151
a78114,c10,chair152
a103575,c10,chair152
a1255,c10,chair152
a73559,c10,chair152
a64756,c10,chair152
a100945,c10,chair152
a71122,c10,chair152
a43425,c10,chair152
a72897,c10,chair152
a76430,c10,chair152
a76083,c32,chair153
a58780,c32,chair153
a103572,c32,chair153
a31620,c32,chair153
a68186,c32,chair153
a6559,c32,chair153
a72963,c32,chair153
a29498,c32,chair153
a25157,c32,chair153
a88276,c32,chair153
a29451,c136,chair154
a62158,c136,chair154
a83318,c136,chair154
a69175,c136,chair154
a60331,c136,chair154
a22089,c136,chair154
a58320,c136,chair154
a9658,c136,chair154
a56351,c136,chair154
a81323,c136,chair154
a71668,c83,chair155
a42962,c83,chair155
a101701,c83,chair155
a19310,c83,chair155
a3102,c83,chair155
a44065,c83,chair155
a91892,c83,chair155
a89528,c83,chair155
a51304,c83,chair155
a46423,c83,chair155
a29524,c182,chair156
a33022,c182,chair156
a9105,c182,chair156
a7116,c182,chair156
a63520,c182,chair156
a98475,c182,chair156
a84684,c182,chair156
a84116,c182,chair156
a93046,c182,chair156
a4190,c182,chair156
a40681,c155,chair157
a86247,c155,chair157
a79014,c155,chair157
a76573,c155,chair157
a6501,c155,chair157
a85790,c155,chair157
a54038,c155,chair157
a98442,c155,chair157
a3309,c155,chair157
a9351,c155,chair157
a104381,c100,chair158
a48497,c100,chair158
a104097,c100,chair158
a101927,c100,chair158
a8452,c100,chair158
a82359,c100,chair158
a38330,c100,chair158
a8051,c100,chair158
a88685,c100,chair158
a30155,c100,chair158
a65868,c125,chair159
a13620,c125,chair159
a44613,c125,chair159
a63395,c125,chair159
a29358,c125,chair159
a93657,c125,chair159
a7751,c125,chair159
a105450,c125,chair159
a37683,c125,chair159
a13413,c125,chair159
a33141,c23,chair160
a91135,c23,chair160
a51190,c23,chair160
a13622,c23,chair160
a86844,c23,chair160
a12622,c23,chair160
a95577,c23,chair160
a71588,c23,chair160
a36823,c23,chair160
a17617,c23,chair160
a95343,c126,chair161
a53436,c126,chair161
a14181,c126,chair161
a10639,c126,chair161
a14247,c126,chair161
a50219,c126,chair161
a38462,c126,chair161
a56835,c126,chair161
a52824,c126,chair161
a6299,c126,chair161
a40824,c9,chair162
a62627,c9,chair162
a73619,c9,chair162
a36747,c9,chair162
a49183,c9,chair162
a14238,c9,chair162
a21090,c9,chair162
a32346,c9,chair162
a8589,c9,chair162
a35684,c9,chair162
a43740,c197,chair163
a30046,c197,chair163
a25385,c197,chair163
a88299,c197,chair163
a97563,c197,chair163
a23495,c197,chair163
a43317,c197,chair163
a103419,c197,chair163
a13235,c197,chair163
a20713,c197,chair163
a88510,c104,chair164
a70066,c104,chair164
a85926,c104,chair164
a57257,c104,chair164
a66491,c104,chair164
a62124,c104,chair164
a100597,c104,chair164
a18347,c104,chair164
a88806,c104,chair164
a58689,c104,chair164
a79189,c153,chair165
a59346,c153,chair165
a105174,c153,chair165
a68373,c153,chair165
a82153,c153,chair165
a69019,c153,chair165
a10218,c153,chair165
a50045,c153,chair165
a28649,c153,chair165
a77433,c153,chair165
a13482,c177,chair166
a78900,c177,chair166
a21325,c177,chair166
a63634,c177,chair166
a103979,c177,chair166
a84067,c177,chair166
a18248,c177,chair166
a103056,c177,chair166
a83176,c177,chair166
a101891,c177,chair166
a28808,c135,chair167
a80841,c135,chair167
a82613,c135,chair167
a70301,c135,chair167
a49638,c135,chair167
a53548,c135,chair167
a93862,c135,chair167
a81776,c135,chair167
a54783,c135,chair167
a14622,c135,chair167
a4244,c111,chair168
a78099,c111,chair168
a55285,c111,chair168
a58254,c111,chair168
a38952,c111,chair168
a104379,c111,chair168
a3891,c111,chair168
a7162,c111,chair168
a4087,c111,chair168
a72051,c111,chair168
a94468,c215,chair169
a62961,c215,chair169
a97485,c215,chair169
a23605,c215,chair169
a12053,c215,chair169
a22100,c215,chair169
a2298,c215,chair169
a26384,c215,chair169
a71335,c215,chair169
a49871,c215,chair169
a4764,c64,chair170
a72428,c64,chair170
a84346,c64,chair170
a94688,c64,chair170
a90760,c64,chair170
a60377,c64,chair170
a15643,c64,chair170
a72478,c64,chair170
a89879,c64,chair170
a85265,c64,chair170
a71697,c15,chair171
a103891,c15,chair171
a91269,c15,chair171
a85070,c15,chair171
a100180,c15,chair171
a17738,c15,chair171
a78875,c15,chair171
a68636,c15,chair171
a49048,c15,chair171
a50972,c15,chair171
a54939,c41,chair172
a103929,c41,chair172
a64207,c41,chair172
a60206,c41,chair172
a50685,c41,chair172
a100352,c41,chair172
a92178,c41,chair172
a47826,c41,chair172
a53163,c41,chair172
a79457,c41,chair172
a64437,c190,chair173
a96638,c190,chair173
a85214,c190,chair173
a5040,c190,chair173
a33091,c190,chair173
a7144,c190,chair173
a35753,c190,chair173
a69197,c190,chair173
a69789,c190,chair173
a5864,c190,chair173
a39947,c109,chair174
a2713,c109,chair174
a20831,c109,chair174
a72926,c109,chair174
a84443,c109,chair174
a19448,c109,chair174
a48472,c109,chair174
a29724,c109,chair174
a103113,c109,chair174
a72829,c109,chair174
a9368,c80,chair175
a40809,c80,chair175
a11000,c80,chair175
a99952,c80,chair175
a41367,c80,chair175
a105654,c80,chair175
a54580,c80,chair175
a77718,c80,chair175
a19997,c80,chair175
a69219,c80,chair175
a42654,c52,chair176
a18627,c52,chair176
a49154,c52,chair176
a69566,c52,chair176
a88972,c52,chair176
a15242,c52,chair176
a5799,c52,chair176
a9506,c52,chair176
a17172,c52,chair176
a20351,c52,chair176
a102362,c26,chair177
a26202,c26,chair177
a41823,c26,chair177
a48459,c26,chair177
a63599,c26,chair177
a102868,c26,chair177
a13350,c26,chair177
a23046,c26,chair177
a29138,c26,chair177
a9700,c26,chair177
a60080,c76,chair178
a19858,c76,chair178
a69382,c76,chair178
a89355,c76,chair178
a51963,c76,chair178
a27750,c76,chair178
a58435,c76,chair178
a13370,c76,chair178
a30728,c76,chair178
a71674,c76,chair178
a842,c43,chair179
a9751,c43,chair179
a87764,c43,chair179
a72687,c43,chair179
a65190,c43,chair179
a58421,c43,chair179
a42061,c43,chair179
a35756,c43,chair179
a621,c43,chair179
a23444,c43,chair179
a79961,c24,chair180
a75401,c24,chair180
a87443,c24,chair180
a6232,c24,chair180
a66843,c24,chair180
a24150,c24,chair180
a39047,c24,chair180
a43658,c24,chair180
a32929,c24,chair180
a78380,c24,chair180
a84592,c3,chair181
a106,c3,chair181
a65668,c3,chair181
a64451,c3,chair181
a58717,c3,chair181
a41468,c3,chair181
a50011,c3,chair181
a12724,c3,chair181
a30170,c3,chair181
a10825,c3,chair181
a99553,c196,chair182
a30835,c196,chair182
a94437,c196,chair182
a84169,c196,chair182
a21624,c196,chair182
a93057,c196,chair182
a21297,c196,chair182
a512,c196,chair182
a64355,c196,chair182
a95084,c196,chair182
a30510,c49,chair183
a90259,c49,chair183
a26103,c49,chair183
a104894,c49,chair183
a73102,c49,chair183
a31072,c49,chair183
a86502,c49,chair183
a51123,c49,chair183
a71277,c49,chair183
a91623,c49,chair183
a55334,c149,chair184
a38335,c149,chair184
a4724,c149,chair184
a17342,c149,chair184
a103177,c149,chair184
a45140,c149,chair184
a82345,c149,chair184
a102604,c149,chair184
a69849,c149,chair184
a43850,c149,chair184
a63208,c131,chair185
a62588,c131,chair185
a82939,c131,chair185
a52747,c131,chair185
a63158,c131,chair185
a76291,c131,chair185
a28377,c131,chair185
a88383,c131,chair185
a15553,c131,chair185
a29769,c131,chair185
a55369,c217,chair186
a29719,c217,chair186
a27244,c217,chair186
a84280,c217,chair186
a82833,c217,chair186
a77202,c217,chair186
a92402,c217,chair186
a55436,c217,chair186
a102007,c217,chair186
a83097,c217,chair186
a17799,c30,chair187
a36886,c30,chair187
a95546,c30,chair187
a103040,c30,chair187
a102044,c30,chair187
a44323,c30,chair187
a50763,c30,chair187
a17183,c30,chair187
a23239,c30,chair187
a99905,c30,chair187
a7134,c121,chair188
a20952,c121,chair188
a25329,c121,chair188
a46448,c121,chair188
a69335,c121,chair188
a51585,c121,chair188
a33391,c121,chair188
a102598,c121,chair188
a86180,c121,chair188
a62664,c121,chair188
a77356,c175,chair189
a55791,c175,chair189
a47586,c175,chair189
a41932,c175,chair189
a75104,c175,chair189
a64991,c175,chair189
a39521,c175,chair189
a36099,c175,chair189
a57313,c175,chair189
a35984,c175,chair189
a83433,c115,chair190
a50415,c115,chair190
a53527,c115,chair190
a39000,c115,chair190
a10405,c115,chair190
a81155,c115,chair190
a90656,c115,chair190
a38776,c115,chair190
a76462,c115,chair190
a30469,c115,chair190
a101674,c202,chair191
a39343,c202,chair191
a50280,c202,chair191
a23080,c202,chair191
a56538,c202,chair191
a5875,c202,chair191
a7105,c202,chair191
a37884,c202,chair191
a11861,c202,chair191
a85324,c202,chair191
a36162,c8,chair192
a79641,c8,chair192
a48058,c8,chair192
a16895,c8,chair192
a104681,c8,chair192
a23837,c8,chair192
a50367,c8,chair192
a73488,c8,chair192
a7695,c8,chair192
a73689,c8,chair192
a26586,c60,chair193
a65542,c60,chair193
a21486,c60,chair193
a77599,c60,chair193
a20209,c60,chair193
a31206,c60,chair193
a102817,c60,chair193
a100067,c60,chair193
a95371,c60,chair193
a6981,c60,chair193
a47071,c128,chair194
a3752,c128,chair194
a30594,c128,chair194
a59108,c128,chair194
a56672,c128,chair194
a102,c128,chair194
a55425,c128,chair194
a79895,c128,chair194
a69698,c128,chair194
a67502,c128,chair194
a84756,c1,chair195
a100227,c1,chair195
a36707,c1,chair195
a97097,c1,chair195
a21783,c1,chair195
a91089,c1,chair195
a89600,c1,chair195
a77486,c1,chair195
a52454,c1,chair195
a73208,c1,chair195
a77647,c57,chair196
a44697,c57,chair196
a77967,c57,chair196
a67463,c57,chair196
a69469,c57,chair196
a56231,c57,chair196
a40590,c57,chair196
a98488,c57,chair196
a32257,c57,chair196
a31320,c57,chair196
a15346,c22,chair197
a90676,c22,chair197
a102377,c22,chair197
a60222,c22,chair197
a7427,c22,chair197
a46688,c22,chair197
a10571,c22,chair197
a80238,c22,chair197
a698,c22,chair197
a92750,c22,chair197
a93826,c61,chair198
a102025,c61,chair198
a61937,c61,chair198
a22237,c61,chair198
a67130,c61,chair198
a62297,c61,chair198
a71771,c61,chair198
a1622,c61,chair198
a59209,c61,chair198
a32564,c61,chair198
a73449,c63,chair199
a4446,c63,chair199
a15257,c63,chair199
a54563,c63,chair199
a2946,c63,chair199
a75776,c63,chair199
a62357,c63,chair199
a98955,c63,chair199
a67200,c63,chair199
a78214,c63,chair199
a64883,c7,chair200
a72854,c7,chair200
a45118,c7,chair200
a49785,c7,chair200
a62091,c7,chair200
a8642,c7,chair200
a5047,c7,chair200
a23272,c7,chair200
a76999,c7,chair200
a47282,c7,chair200
a91523,c225,chair201
a105359,c225,chair201
a45936,c225,chair201
a76012,c225,chair201
a24033,c225,chair201
a29775,c225,chair201
a10205,c225,chair201
a80164,c225,chair201
a50436,c225,chair201
a18661,c225,chair201
a2764,c141,chair202
a94789,c141,chair202
a13022,c141,chair202
a84883,c141,chair202
a58099,c141,chair202
a61738,c141,chair202
a4645,c141,chair202
a90985,c141,chair202
a12547,c141,chair202
a85928,c141,chair202
a38850,c86,chair203
a89055,c86,chair203
a4689,c86,chair203
a28785,c86,chair203
a23596,c86,chair203
a25082,c86,chair203
a3301,c86,chair203
a35748,c86,chair203
a71424,c86,chair203
a54905,c86,chair203
a4253,c96,chair204
a7617,c96,chair204
a77746,c96,chair204
a91306,c96,chair204
a52696,c96,chair204
a28676,c96,chair204
a65885,c96,chair204
a35275,c96,chair204
a101757,c96,chair204
a62037,c96,chair204
a51937,c68,chair205
a65576,c68,chair205
a81773,c68,chair205
a19527,c68,chair205
a66507,c68,chair205
a95417,c68,chair205
a33951,c68,chair205
a27966,c68,chair205
a40249,c68,chair205
a27513,c68,chair205
a59579,c50,chair206
a68935,c50,chair206
a27666,c50,chair206
a68671,c50,chair206
a100979,c50,chair206
a105544,c50,chair206
a16503,c50,chair206
a70237,c50,chair206
a6188,c50,chair206
a979,c50,chair206
a54095,c142,chair207
a39371,c142,chair207
a68023,c142,chair207
a24585,c142,chair207
a71024,c142,chair207
a68132,c142,chair207
a19633,c142,chair207
a62333,c142,chair207
a18779,c142,chair207
a32512,c142,chair207
a74720,c157,chair208
a50056,c157,chair208
a89264,c157,chair208
a90578,c157,chair208
a104539,c157,chair208
a59903,c157,chair208
a91838,c157,chair208
a87717,c157,chair208
a8193,c157,chair208
a33190,c157,chair208
a65336,c156,chair209
a25582,c156,chair209
a12600,c156,chair209
a85563,c156,chair209
a78808,c156,chair209
a39785,c156,chair209
a29880,c156,chair209
a86913,c156,chair209
a56897,c156,chair209
a15192,c156,chair209
a95434,c139,chair210
a86166,c139,chair210
a41292,c139,chair210
a36947,c139,chair210
a89481,c139,chair210
a83261,c139,chair210
a86299,c139,chair210
a15351,c139,chair210
a102167,c139,chair210
a64276,c139,chair210
a90375,c146,chair211
a64943,c146,chair211
a46368,c146,chair211
a37286,c146,chair211
a9464,c146,chair211
a30272,c146,chair211
a21537,c146,chair211
a81493,c146,chair211
a15022,c146,chair211
a93746,c146,chair211
a59968,c101,chair212
a52564,c101,chair212
a11525,c101,chair212
a6166,c101,chair212
a90501,c101,chair212
a79880,c101,chair212
a91819,c101,chair212
a19902,c101,chair212
a68293,c101,chair212
a67266,c101,chair212
a42053,c20,chair213
a43458,c20,chair213
a74953,c20,chair213
a74178,c20,chair213
a21611,c20,chair213
a56559,c20,chair213
a36266,c20,chair213
a59281,c20,chair213
a90131,c20,chair213
a47627,c20,chair213
a27261,c178,chair214
a2744,c178,chair214
a34444,c178,chair214
a74899,c178,chair214
a11280,c178,chair214
a12091,c178,chair214
a75428,c178,chair214
a101254,c178,chair214
a58908,c178,chair214
a23413,c178,chair214
a12246,c25,chair215
a52440,c25,chair215
a11833,c25,chair215
a28406,c25,chair215
a39001,c25,chair215
a18308,c25,chair215
a68210,c25,chair215
a103503,c25,chair215
a93690,c25,chair215
a3172,c25,chair215
a63932,c134,chair216
a92008,c134,chair216
a3117,c134,chair216
