journalID,authorID,editorID
j11594,a98274,chair5264
j12084,a72708,chair5265
j16786,a68827,chair5266
j5755,a90787,chair5267
j14558,a29115,chair5268
j11000,a96787,chair5269
j10243,a16652,chair5270
j9967,a71585,chair5271
j2270,a78421,chair5272
j617,a98746,chair5273
j16927,a25495,chair5274
j13386,a86590,chair5275
j7994,a26343,chair5276
j3111,a503,chair5277
j16790,a1746,chair5278
j10388,a59843,chair5279
j3495,a76248,chair5280
j17034,a73216,chair5281
j13686,a99378,chair5282
j1894,a16738,chair5283
j15950,a98998,chair5284
j12824,a17700,chair5285
j8470,a2528,chair5286
j12163,a87858,chair5287
j16055,a36976,chair5288
j18977,a73335,chair5289
j8655,a89196,chair5290
j19437,a9014,chair5291
j1429,a30944,chair5292
j6378,a76146,chair5293
j2183,a1321,chair5294
j17601,a55553,chair5295
j7931,a38474,chair5296
j8904,a41812,chair5297
j16036,a58039,chair5298
j17269,a40617,chair5299
j3713,a94065,chair5300
j18932,a35700,chair5301
j851,a38151,chair5302
j13733,a84830,chair5303
j803,a62485,chair5304
j10918,a54856,chair5305
j1896,a36513,chair5306
j14665,a62837,chair5307
j4416,a30815,chair5308
j8088,a39021,chair5309
j17451,a41874,chair5310
j10132,a41687,chair5311
j19645,a841,chair5312
j13249,a85157,chair5313
j16306,a99053,chair5314
j7776,a17882,chair5315
j17749,a99067,chair5316
j3728,a95993,chair5317
j2367,a32719,chair5318
j12233,a84283,chair5319
j8571,a32097,chair5320
j4457,a75753,chair5321
j4845,a9959,chair5322
j13072,a69336,chair5323
j268,a24037,chair5324
j15326,a30731,chair5325
j1995,a5494,chair5326
j15430,a101624,chair5327
j16254,a90901,chair5328
j15225,a20615,chair5329
j18252,a7488,chair5330
j7849,a49655,chair5331
j11084,a83541,chair5332
j12554,a90403,chair5333
j16201,a8943,chair5334
j12611,a12232,chair5335
j8620,a27909,chair5336
j1657,a21634,chair5337
j14194,a47989,chair5338
j11130,a4557,chair5339
j14621,a18284,chair5340
j2643,a40043,chair5341
j4873,a91951,chair5342
j14942,a104873,chair5343
j8076,a39927,chair5344
j2537,a72780,chair5345
j8040,a88608,chair5346
j663,a54232,chair5347
j19618,a49419,chair5348
j3192,a101039,chair5349
j3017,a90841,chair5350
j1159,a83237,chair5351
j12928,a12851,chair5352
j2550,a72221,chair5353
j3399,a100466,chair5354
j2207,a8995,chair5355
j1277,a59499,chair5356
j15357,a51737,chair5357
j18042,a23471,chair5358
j1840,a17945,chair5359
j887,a76426,chair5360
j13528,a48369,chair5361
j4046,a62307,chair5362
j3291,a36984,chair5363
j16215,a64218,chair5364
j7537,a48261,chair5365
j14760,a70727,chair5366
j11669,a24227,chair5367
j6885,a40275,chair5368
j7485,a14522,chair5369
j15378,a71307,chair5370
j11921,a35623,chair5371
j19907,a92422,chair5372
j1788,a22668,chair5373
j7843,a27940,chair5374
j9286,a100175,chair5375
j12841,a81255,chair5376
j7404,a17624,chair5377
j11945,a89016,chair5378
j99,a85347,chair5379
j9666,a54386,chair5380
j197,a38663,chair5381
j18704,a28047,chair5382
j10733,a8318,chair5383
j9009,a44317,chair5384
j7233,a86371,chair5385
j2608,a94986,chair5386
j12548,a72246,chair5387
j4993,a53359,chair5388
j3593,a36254,chair5389
j632,a86974,chair5390
j7081,a68957,chair5391
j15458,a16083,chair5392
j18268,a97312,chair5393
j5946,a74619,chair5394
j5615,a10137,chair5395
j3846,a104524,chair5396
j2001,a33066,chair5397
j520,a60070,chair5398
j8958,a8864,chair5399
j783,a16550,chair5400
j12428,a27584,chair5401
j1567,a96334,chair5402
j18197,a26405,chair5403
j18727,a104718,chair5404
j9039,a33280,chair5405
j19898,a47445,chair5406
j6776,a75635,chair5407
j10751,a26150,chair5408
j13947,a79709,chair5409
j9793,a47297,chair5410
j15635,a18890,chair5411
j10698,a21364,chair5412
j6866,a21272,chair5413
j10149,a34977,chair5414
j17539,a87500,chair5415
j11675,a32715,chair5416
j3867,a31140,chair5417
j10721,a13233,chair5418
j11083,a62806,chair5419
j2803,a96735,chair5420
j1158,a74718,chair5421
j12746,a37754,chair5422
j14140,a16050,chair5423
j18258,a95563,chair5424
j1731,a18738,chair5425
j17493,a39969,chair5426
j16291,a57502,chair5427
j2659,a75411,chair5428
j18249,a3153,chair5429
j14170,a89655,chair5430
j16594,a11890,chair5431
j17627,a46502,chair5432
j16635,a28342,chair5433
j9213,a4405,chair5434
j18210,a52617,chair5435
j16797,a103354,chair5436
j4766,a22631,chair5437
j8973,a51431,chair5438
j3641,a27056,chair5439
j6811,a26969,chair5440
j6398,a38286,chair5441
j566,a60434,chair5442
j19600,a100982,chair5443
j8,a102874,chair5444
j2827,a13481,chair5445
j14899,a1336,chair5446
j19467,a72540,chair5447
j12833,a16354,chair5448
j11059,a68971,chair5449
j7833,a20991,chair5450
j12415,a96918,chair5451
j1508,a32864,chair5452
j16114,a61500,chair5453
j11251,a54779,chair5454
j1470,a79893,chair5455
j17922,a5975,chair5456
j5290,a65531,chair5457
j14127,a85378,chair5458
j11005,a7534,chair5459
j961,a13362,chair5460
j9123,a69632,chair5461
j14875,a85285,chair5462
j2523,a89219,chair5463
j7312,a92787,chair5464
j12210,a74235,chair5465
j4287,a99267,chair5466
j2110,a9915,chair5467
j7106,a72823,chair5468
j14887,a94876,chair5469
j6926,a17910,chair5470
j11104,a39966,chair5471
j12376,a9562,chair5472
j15066,a32070,chair5473
j9342,a97761,chair5474
j17574,a96887,chair5475
j12557,a48276,chair5476
j19788,a100317,chair5477
j12038,a93305,chair5478
j17472,a17554,chair5479
j481,a39120,chair5480
j16849,a104118,chair5481
j18109,a60363,chair5482
j4901,a80670,chair5483
j3526,a65408,chair5484
j5742,a12788,chair5485
j6987,a100410,chair5486
j6383,a39179,chair5487
j4748,a25020,chair5488
j5181,a15500,chair5489
j2077,a19034,chair5490
j12858,a12263,chair5491
j5122,a76237,chair5492
j17651,a17292,chair5493
j11310,a103405,chair5494
j9112,a46265,chair5495
j4564,a104153,chair5496
j18764,a10988,chair5497
j13700,a81174,chair5498
j10863,a47123,chair5499
j19626,a52647,chair5500
j4782,a76033,chair5501
j15800,a12469,chair5502
j19722,a46659,chair5503
j19964,a84142,chair5504
j735,a8521,chair5505
j11841,a53701,chair5506
j15656,a11205,chair5507
j19372,a89431,chair5508
j6896,a63970,chair5509
j3212,a79939,chair5510
j10245,a90974,chair5511
j2646,a15324,chair5512
j15195,a42708,chair5513
j14347,a24601,chair5514
j2503,a74549,chair5515
j14579,a65081,chair5516
j313,a2552,chair5517
j10172,a81657,chair5518
j19995,a52278,chair5519
j10628,a101022,chair5520
j10895,a72463,chair5521
j7439,a6800,chair5522
j19035,a82137,chair5523
j4377,a63225,chair5524
j6764,a50058,chair5525
j4412,a40002,chair5526
j17438,a51682,chair5527
j1963,a14492,chair5528
j7595,a79445,chair5529
j1482,a92850,chair5530
j12288,a96355,chair5531
j7423,a62836,chair5532
j4108,a97854,chair5533
j10258,a45795,chair5534
j16478,a98528,chair5535
j13981,a94889,chair5536
j19571,a83798,chair5537
j973,a16767,chair5538
j10776,a16785,chair5539
j12095,a90957,chair5540
j19265,a18946,chair5541
j946,a104110,chair5542
j9862,a71119,chair5543
j5064,a29189,chair5544
j4299,a77738,chair5545
j17494,a50933,chair5546
j19968,a45384,chair5547
j2809,a61006,chair5548
j9592,a17030,chair5549
j2947,a54180,chair5550
j15048,a38615,chair5551
j705,a62968,chair5552
j19523,a15515,chair5553
j13985,a58848,chair5554
j16745,a659,chair5555
j12846,a29577,chair5556
j15573,a85161,chair5557
j17527,a65192,chair5558
j18802,a97107,chair5559
j15525,a45604,chair5560
j7433,a2748,chair5561
j17450,a103784,chair5562
j5490,a60503,chair5563
j9729,a3662,chair5564
j14172,a103800,chair5565
j18833,a3666,chair5566
j16802,a59378,chair5567
j3792,a40720,chair5568
j14434,a62884,chair5569
j10344,a82085,chair5570
j8405,a68538,chair5571
j19356,a45731,chair5572
j11099,a56286,chair5573
j13588,a73997,chair5574
j13799,a104996,chair5575
j19205,a21392,chair5576
j13776,a11212,chair5577
j7030,a1123,chair5578
j13175,a65390,chair5579
j9360,a39276,chair5580
j8440,a21865,chair5581
j9644,a77205,chair5582
j18778,a95724,chair5583
j13808,a45502,chair5584
j18850,a4086,chair5585
j8678,a69809,chair5586
j5339,a76137,chair5587
j15154,a57117,chair5588
j9135,a105596,chair5589
j3292,a98380,chair5590
j19554,a75940,chair5591
j17242,a95143,chair5592
j10133,a48858,chair5593
j18596,a88553,chair5594
j8840,a7320,chair5595
j3360,a38888,chair5596
j5367,a47679,chair5597
j10583,a10242,chair5598
j16724,a48687,chair5599
j4925,a21650,chair5600
j12076,a54072,chair5601
j12403,a102503,chair5602
j5458,a45850,chair5603
j1613,a70448,chair5604
j3822,a47920,chair5605
j11343,a61704,chair5606
j6904,a100967,chair5607
j17938,a46129,chair5608
j12780,a27243,chair5609
j8095,a87144,chair5610
j5919,a15134,chair5611
j9921,a46558,chair5612
j18289,a65323,chair5613
j5111,a69298,chair5614
j12134,a68989,chair5615
j19599,a53205,chair5616
j13715,a99438,chair5617
j11342,a72959,chair5618
j14506,a36655,chair5619
j3773,a66070,chair5620
j836,a24233,chair5621
j6043,a94871,chair5622
j15396,a63412,chair5623
j2751,a50093,chair5624
j14039,a58018,chair5625
j167,a47192,chair5626
j2624,a14175,chair5627
j16381,a8567,chair5628
j10184,a50696,chair5629
j18503,a98102,chair5630
j6131,a22159,chair5631
j12610,a22137,chair5632
j18205,a4236,chair5633
j797,a54692,chair5634
j17320,a31525,chair5635
j19768,a50470,chair5636
j16758,a61475,chair5637
j4188,a84269,chair5638
j18980,a36642,chair5639
j16270,a18125,chair5640
j10603,a23138,chair5641
j14088,a84833,chair5642
j5837,a47676,chair5643
j8861,a87085,chair5644
j19900,a29858,chair5645
j12257,a63521,chair5646
j9548,a76092,chair5647
j17663,a26406,chair5648
j1006,a23018,chair5649
j14928,a21922,chair5650
j4487,a23615,chair5651
j16089,a96341,chair5652
j1406,a9051,chair5653
j7088,a98239,chair5654
j14283,a48764,chair5655
j2660,a42114,chair5656
j8155,a93421,chair5657
j19256,a73865,chair5658
j7189,a29798,chair5659
j9036,a69775,chair5660
j12915,a37629,chair5661
j4443,a77807,chair5662
j18715,a96916,chair5663
j9929,a72477,chair5664
j13893,a67100,chair5665
j6600,a69780,chair5666
j8401,a40777,chair5667
j19498,a40393,chair5668
j9877,a10826,chair5669
j6038,a78286,chair5670
j581,a1833,chair5671
j5000,a11310,chair5672
j16062,a5733,chair5673
j7045,a30131,chair5674
j19263,a54685,chair5675
j2645,a42465,chair5676
j1830,a81925,chair5677
j13805,a93347,chair5678
j18687,a62365,chair5679
j3589,a70152,chair5680
j11837,a87156,chair5681
j9970,a78221,chair5682
j15212,a102027,chair5683
j16022,a79256,chair5684
j4758,a91377,chair5685
j4295,a61220,chair5686
j7040,a91778,chair5687
j18056,a58979,chair5688
j7779,a66811,chair5689
j11329,a27202,chair5690
j15411,a66991,chair5691
j7640,a13905,chair5692
j19795,a67671,chair5693
j11599,a51126,chair5694
j10387,a90742,chair5695
j18734,a91561,chair5696
j9520,a80112,chair5697
j10550,a65516,chair5698
j3531,a2332,chair5699
j1358,a18051,chair5700
j7841,a58907,chair5701
j13833,a7823,chair5702
j8170,a32938,chair5703
j15331,a61616,chair5704
j14559,a36431,chair5705
j8290,a14580,chair5706
j479,a30000,chair5707
j18136,a32051,chair5708
j19901,a58060,chair5709
j15807,a36736,chair5710
j57,a28170,chair5711
j1091,a27980,chair5712
j19201,a12662,chair5713
j2787,a24712,chair5714
j15292,a75670,chair5715
j18703,a46152,chair5716
j2200,a13860,chair5717
j13173,a94458,chair5718
j14975,a16147,chair5719
j12298,a84233,chair5720
j7815,a75566,chair5721
j18191,a34694,chair5722
j4752,a28323,chair5723
j2740,a19378,chair5724
j13770,a20005,chair5725
j6772,a17776,chair5726
j19004,a23333,chair5727
j1414,a56243,chair5728
j8499,a89753,chair5729
j7842,a9746,chair5730
j3857,a76758,chair5731
j8378,a101815,chair5732
j11088,a68052,chair5733
j13758,a82821,chair5734
j11565,a38317,chair5735
j3465,a51207,chair5736
j14169,a13566,chair5737
j8259,a8953,chair5738
j17152,a27277,chair5739
j14964,a13374,chair5740
j2807,a65297,chair5741
j6247,a43552,chair5742
j6249,a71960,chair5743
j970,a41070,chair5744
j13520,a30505,chair5745
j9746,a26987,chair5746
j4013,a1926,chair5747
j19681,a15148,chair5748
j18501,a85354,chair5749
j10040,a85583,chair5750
j16486,a47036,chair5751
j2857,a47238,chair5752
j16405,a37085,chair5753
j10871,a21075,chair5754
j18602,a95298,chair5755
j1655,a38781,chair5756
j17920,a88681,chair5757
j15113,a71605,chair5758
j7936,a44772,chair5759
j12060,a88740,chair5760
j4738,a73964,chair5761
j4177,a60787,chair5762
j10455,a43314,chair5763
j3407,a8367,chair5764
j2063,a58045,chair5765
j12178,a83459,chair5766
j2990,a88989,chair5767
j14076,a103232,chair5768
j17970,a78341,chair5769
j536,a58316,chair5770
j16590,a44808,chair5771
j7806,a72523,chair5772
j0,a1033,chair5773
j11838,a5405,chair5774
j13255,a57871,chair5775
j11745,a11344,chair5776
j15939,a66169,chair5777
j16780,a46273,chair5778
j15564,a32255,chair5779
j17503,a102985,chair5780
j847,a25140,chair5781
j5933,a79784,chair5782
j10804,a77904,chair5783
j2603,a38587,chair5784
j3796,a93623,chair5785
j10140,a53279,chair5786
j17387,a35291,chair5787
j5306,a40154,chair5788
j4181,a41270,chair5789
j4490,a51152,chair5790
j6502,a34957,chair5791
j6838,a58315,chair5792
j796,a16377,chair5793
j9667,a34840,chair5794
j405,a43607,chair5795
j15449,a811,chair5796
j18938,a60437,chair5797
j6824,a9988,chair5798
j14069,a93444,chair5799
j15043,a94387,chair5800
j13687,a79673,chair5801
j4642,a33196,chair5802
j2106,a102761,chair5803
j11025,a79517,chair5804
j19446,a61710,chair5805
j15705,a83732,chair5806
j5997,a78586,chair5807
j3877,a3720,chair5808
j11899,a22951,chair5809
j18204,a80359,chair5810
j16937,a87889,chair5811
j19913,a9141,chair5812
j5005,a35373,chair5813
j5867,a17975,chair5814
j6880,a5800,chair5815
j4963,a82600,chair5816
j9444,a23130,chair5817
j13755,a10662,chair5818
j17234,a64831,chair5819
j16064,a46907,chair5820
j17899,a86384,chair5821
j18671,a14086,chair5822
j8701,a8998,chair5823
j5157,a85267,chair5824
j9194,a21423,chair5825
j5860,a80534,chair5826
j7278,a54636,chair5827
j8158,a53077,chair5828
j253,a95996,chair5829
j5378,a11086,chair5830
j12993,a88467,chair5831
j13040,a68139,chair5832
j17520,a44890,chair5833
j8523,a6313,chair5834
j15951,a47166,chair5835
j16904,a101513,chair5836
j10211,a18396,chair5837
j14216,a55829,chair5838
j10230,a85776,chair5839
j1325,a49058,chair5840
j191,a22652,chair5841
j1057,a519,chair5842
j9005,a7825,chair5843
j14556,a65616,chair5844
j19551,a50507,chair5845
j4306,a53778,chair5846
j10107,a37968,chair5847
j17259,a75215,chair5848
j8463,a88644,chair5849
j18202,a9861,chair5850
j4511,a81539,chair5851
j3203,a62868,chair5852
j1890,a27016,chair5853
j10405,a86215,chair5854
j4060,a41647,chair5855
j16545,a82688,chair5856
j17176,a35587,chair5857
j4107,a16803,chair5858
j15907,a24218,chair5859
j18828,a1258,chair5860
j3953,a53736,chair5861
j223,a78098,chair5862
j7624,a55824,chair5863
j9557,a30344,chair5864
j5702,a6195,chair5865
j15965,a50756,chair5866
j15580,a25167,chair5867
j10450,a105148,chair5868
j7878,a90489,chair5869
j12774,a70864,chair5870
j19677,a41883,chair5871
j13484,a44537,chair5872
j14715,a27662,chair5873
j16054,a42899,chair5874
j4645,a15400,chair5875
j5051,a39490,chair5876
j16572,a56751,chair5877
j4594,a13601,chair5878
j11144,a36784,chair5879
j2618,a41569,chair5880
j13817,a18914,chair5881
j4658,a24568,chair5882
j5836,a95172,chair5883
j14976,a25330,chair5884
j9084,a83813,chair5885
j15281,a39834,chair5886
j19436,a46143,chair5887
j19958,a70583,chair5888
j4116,a13375,chair5889
j18808,a7252,chair5890
j15158,a1719,chair5891
j128,a655,chair5892
j12882,a61295,chair5893
j7422,a41046,chair5894
j17754,a90798,chair5895
j3873,a84919,chair5896
j1729,a88164,chair5897
j10017,a41994,chair5898
j2222,a100674,chair5899
j527,a41877,chair5900
j9225,a97958,chair5901
j3624,a72589,chair5902
j3517,a44267,chair5903
j8505,a47671,chair5904
j18015,a33958,chair5905
j13099,a3952,chair5906
j12642,a43970,chair5907
j16565,a104483,chair5908
j16484,a73207,chair5909
j1860,a91493,chair5910
j16931,a62069,chair5911
j421,a38929,chair5912
j15647,a10744,chair5913
j17027,a35366,chair5914
j9594,a103924,chair5915
j13775,a68653,chair5916
j13599,a33386,chair5917
j1074,a53694,chair5918
j13505,a17638,chair5919
j10210,a66928,chair5920
j4399,a66763,chair5921
j17088,a99715,chair5922
j14365,a57808,chair5923
j13942,a2664,chair5924
j2549,a81981,chair5925
j15402,a24283,chair5926
j13169,a21717,chair5927
j200,a65189,chair5928
j15678,a75047,chair5929
j2243,a29206,chair5930
j4311,a32739,chair5931
j4425,a32147,chair5932
j10402,a30400,chair5933
j15755,a23426,chair5934
j1848,a74723,chair5935
j8894,a23488,chair5936
j17251,a85191,chair5937
j10351,a20226,chair5938
j17439,a95791,chair5939
j10285,a13903,chair5940
j1256,a61346,chair5941
j5113,a51148,chair5942
j16347,a36456,chair5943
j5235,a85854,chair5944
j6732,a18758,chair5945
j17688,a94820,chair5946
j4805,a55181,chair5947
j13951,a96717,chair5948
j16308,a14842,chair5949
j17966,a82579,chair5950
j6500,a62375,chair5951
j4045,a88130,chair5952
j256,a63132,chair5953
j9138,a73894,chair5954
j17930,a94487,chair5955
j2658,a10153,chair5956
j4809,a59688,chair5957
j14534,a7119,chair5958
j8819,a95780,chair5959
j7659,a55218,chair5960
j15850,a82501,chair5961
j368,a86790,chair5962
j1425,a88445,chair5963
j19428,a74493,chair5964
j7490,a75816,chair5965
j8820,a80447,chair5966
j8369,a52074,chair5967
j2132,a36925,chair5968
j14737,a37636,chair5969
j19127,a89109,chair5970
j13829,a98641,chair5971
j17285,a98368,chair5972
j13282,a83384,chair5973
j6948,a9409,chair5974
j9282,a104815,chair5975
j4550,a35989,chair5976
j18400,a55189,chair5977
j2722,a11015,chair5978
j5633,a80989,chair5979
j7985,a48267,chair5980
j13152,a104861,chair5981
j5087,a83737,chair5982
j16765,a60996,chair5983
j9581,a70043,chair5984
j17589,a93178,chair5985
j6741,a91334,chair5986
j18766,a4485,chair5987
j13856,a84638,chair5988
j17178,a501,chair5989
j11462,a96075,chair5990
j15041,a84176,chair5991
j7917,a96978,chair5992
j17734,a59278,chair5993
j13515,a69079,chair5994
j12696,a95572,chair5995
j14288,a101213,chair5996
j18768,a98635,chair5997
j3950,a66132,chair5998
j8871,a29828,chair5999
j11408,a69319,chair6000
j3616,a104035,chair6001
j9747,a5737,chair6002
j6915,a89392,chair6003
j4888,a50440,chair6004
j638,a65370,chair6005
j9339,a59835,chair6006
j8024,a68447,chair6007
j14074,a101603,chair6008
j4582,a80859,chair6009
j13277,a4584,chair6010
j10085,a48233,chair6011
j12,a104537,chair6012
j8326,a31716,chair6013
j6240,a47865,chair6014
j8253,a12911,chair6015
j19408,a28143,chair6016
j17138,a59697,chair6017
j5603,a59797,chair6018
j2526,a79557,chair6019
j2394,a31207,chair6020
j13725,a41437,chair6021
j2913,a24921,chair6022
j11562,a4297,chair6023
j10060,a103752,chair6024
j2305,a5322,chair6025
j15087,a79800,chair6026
j12389,a101785,chair6027
j1391,a35774,chair6028
j13711,a86979,chair6029
j13194,a79082,chair6030
j15957,a41922,chair6031
j6901,a31964,chair6032
j3513,a51454,chair6033
j2606,a6227,chair6034
j18547,a5593,chair6035
j10510,a37509,chair6036
j17998,a45703,chair6037
j396,a65337,chair6038
j11547,a95092,chair6039
j19168,a32803,chair6040
j13565,a68200,chair6041
j1156,a44776,chair6042
j8628,a32795,chair6043
j13873,a92449,chair6044
j3132,a102968,chair6045
j18642,a71346,chair6046
j3405,a49840,chair6047
j11896,a48928,chair6048
j16142,a86782,chair6049
j4610,a69549,chair6050
j17307,a29136,chair6051
j14566,a83814,chair6052
j10784,a85428,chair6053
j3141,a52339,chair6054
j801,a61579,chair6055
j12639,a91807,chair6056
j7234,a13046,chair6057
j1071,a57580,chair6058
j18666,a42169,chair6059
j2347,a88020,chair6060
j10325,a43656,chair6061
j8063,a52010,chair6062
j11269,a89460,chair6063
j9738,a102574,chair6064
j11650,a29497,chair6065
j5253,a81779,chair6066
j4939,a101214,chair6067
j1910,a52528,chair6068
j11526,a12681,chair6069
j10320,a57033,chair6070
j5481,a16982,chair6071
j18739,a96354,chair6072
j18696,a103467,chair6073
j18396,a84879,chair6074
j19100,a89363,chair6075
j14578,a29012,chair6076
j14438,a34286,chair6077
j14824,a24581,chair6078
j19271,a94699,chair6079
j16976,a75617,chair6080
j1899,a34592,chair6081
j9226,a91497,chair6082
j16981,a27057,chair6083
j14873,a35454,chair6084
j5711,a81872,chair6085
j15161,a2106,chair6086
j10435,a3710,chair6087
j10525,a83638,chair6088
j12795,a76471,chair6089
j19330,a1215,chair6090
j3298,a59260,chair6091
j16231,a16919,chair6092
j129,a53007,chair6093
j2235,a11294,chair6094
j12723,a101835,chair6095
j4043,a7604,chair6096
j1149,a26897,chair6097
j17411,a7185,chair6098
j17372,a12211,chair6099
j10476,a11879,chair6100
j6359,a83607,chair6101
j13358,a101904,chair6102
j5504,a27998,chair6103
j16640,a47724,chair6104
j13090,a67653,chair6105
j14650,a10770,chair6106
j7922,a31519,chair6107
j11537,a33293,chair6108
j14742,a93244,chair6109
j15496,a35720,chair6110
j15500,a29120,chair6111
j3613,a103750,chair6112
j6085,a103929,chair6113
j11242,a22799,chair6114
j10916,a46715,chair6115
j12929,a86470,chair6116
j6691,a97356,chair6117
j1555,a83631,chair6118
j16184,a9130,chair6119
j9299,a12833,chair6120
j3461,a68902,chair6121
j14517,a105709,chair6122
j9692,a28763,chair6123
j19251,a50467,chair6124
j16680,a38597,chair6125
j1512,a18909,chair6126
j4579,a54145,chair6127
j8005,a15958,chair6128
j4559,a9084,chair6129
j16132,a39274,chair6130
j12862,a23297,chair6131
j13977,a64979,chair6132
j10493,a66424,chair6133
j15622,a38864,chair6134
j11214,a54011,chair6135
j7686,a5023,chair6136
j16877,a61740,chair6137
j11983,a20834,chair6138
j5434,a23103,chair6139
j757,a89216,chair6140
j15735,a52431,chair6141
j5129,a77879,chair6142
j627,a161,chair6143
j3195,a54596,chair6144
j15901,a1745,chair6145
j5467,a33431,chair6146
j2391,a15711,chair6147
j10971,a84074,chair6148
j11981,a66565,chair6149
j12479,a88175,chair6150
j14941,a19870,chair6151
j5982,a43002,chair6152
j9671,a81563,chair6153
j7939,a27413,chair6154
j19374,a87820,chair6155
j7042,a14111,chair6156
j7003,a104502,chair6157
j7316,a82576,chair6158
j11704,a81904,chair6159
j1505,a94213,chair6160
j15002,a7207,chair6161
j18295,a22193,chair6162
j1863,a84359,chair6163
j10844,a9420,chair6164
j74,a56932,chair6165
j18174,a10241,chair6166
j19316,a63147,chair6167
j6065,a69516,chair6168
j19300,a66761,chair6169
j12990,a19282,chair6170
j4266,a61924,chair6171
j6722,a78888,chair6172
j10217,a24416,chair6173
j13444,a4389,chair6174
j16336,a47273,chair6175
j9951,a81151,chair6176
j5435,a12202,chair6177
j16973,a52845,chair6178
j13915,a41644,chair6179
j13933,a42598,chair6180
j3393,a98110,chair6181
j15268,a69792,chair6182
j16129,a77519,chair6183
j11908,a61045,chair6184
j15877,a47761,chair6185
j2517,a89323,chair6186
j2878,a57847,chair6187
j5897,a46024,chair6188
j15235,a90587,chair6189
j13398,a81723,chair6190
j16218,a53822,chair6191
j4949,a99122,chair6192
j3705,a95616,chair6193
j5483,a70722,chair6194
j689,a39479,chair6195
j14992,a20597,chair6196
j7322,a10451,chair6197
j12512,a2242,chair6198
j16173,a50045,chair6199
j8201,a57703,chair6200
j3826,a5902,chair6201
j12597,a52840,chair6202
j8343,a24465,chair6203
j18371,a40329,chair6204
j4230,a3080,chair6205
j12805,a53885,chair6206
j12791,a28523,chair6207
j2564,a29060,chair6208
j17721,a8102,chair6209
j12750,a59533,chair6210
j3916,a59025,chair6211
j8544,a79174,chair6212
j13891,a54259,chair6213
j10506,a71023,chair6214
j17205,a54215,chair6215
j9685,a96384,chair6216
j3152,a1399,chair6217
j16247,a81363,chair6218
j10952,a75808,chair6219
j19059,a71784,chair6220
j12338,a44010,chair6221
j852,a88354,chair6222
j10176,a38461,chair6223
j13604,a56850,chair6224
j8050,a87324,chair6225
j13949,a52450,chair6226
j4923,a100487,chair6227
j6912,a13134,chair6228
j8781,a104429,chair6229
j6889,a81388,chair6230
j4349,a79373,chair6231
j13050,a102877,chair6232
j15439,a44925,chair6233
j14880,a89611,chair6234
j4269,a84260,chair6235
j16532,a74055,chair6236
j12029,a46157,chair6237
j10240,a42505,chair6238
j13890,a23825,chair6239
j9197,a58794,chair6240
j7591,a18779,chair6241
j9389,a13435,chair6242
j4710,a50673,chair6243
j12413,a14780,chair6244
j15233,a12900,chair6245
j3847,a100042,chair6246
j15501,a93595,chair6247
j15557,a57337,chair6248
j5066,a73484,chair6249
j9938,a9361,chair6250
j5410,a99853,chair6251
j15185,a156,chair6252
j14144,a72300,chair6253
j7930,a45383,chair6254
j16271,a42733,chair6255
j4283,a42970,chair6256
j9681,a39293,chair6257
j17014,a45006,chair6258
j15849,a53982,chair6259
j16999,a29447,chair6260
j7129,a53066,chair6261
j19426,a65599,chair6262
j8580,a50206,chair6263
j13044,a75043,chair6264
j18729,a64033,chair6265
j17073,a53365,chair6266
j3807,a9431,chair6267
j14290,a21360,chair6268
j17686,a66726,chair6269
j9465,a103299,chair6270
j18410,a33261,chair6271
j16592,a57494,chair6272
j9390,a42750,chair6273
j18183,a96231,chair6274
j4798,a65467,chair6275
j14433,a87837,chair6276
j17024,a69784,chair6277
j17552,a3283,chair6278
j16807,a105550,chair6279
j12457,a91423,chair6280
j19406,a21781,chair6281
j14802,a55719,chair6282
j12958,a43962,chair6283
j7999,a64596,chair6284
j6865,a68159,chair6285
j447,a100229,chair6286
j1078,a47742,chair6287
j15617,a100256,chair6288
j16874,a77357,chair6289
j10663,a74389,chair6290
j1903,a61809,chair6291
j7509,a45552,chair6292
j14185,a98327,chair6293
j5974,a94397,chair6294
j18185,a90099,chair6295
j282,a66828,chair6296
j5614,a99312,chair6297
j19199,a44332,chair6298
j12327,a53371,chair6299
j8527,a12776,chair6300
j8500,a18672,chair6301
j18834,a98821,chair6302
j9536,a72926,chair6303
j9990,a26828,chair6304
j8473,a62892,chair6305
j15880,a92992,chair6306
j17775,a73374,chair6307
j8225,a50210,chair6308
j3556,a101381,chair6309
j19048,a104073,chair6310
j7259,a51601,chair6311
j13830,a54638,chair6312
j3828,a24145,chair6313
j12740,a54621,chair6314
j4920,a57538,chair6315
j12835,a29094,chair6316
j12173,a90428,chair6317
j11894,a2075,chair6318
j3497,a63476,chair6319
j4431,a71235,chair6320
j1175,a13124,chair6321
j17600,a24856,chair6322
j17061,a73637,chair6323
j11195,a93618,chair6324
j8083,a3841,chair6325
j362,a22568,chair6326
j8249,a79140,chair6327
j17235,a105455,chair6328
j15753,a30485,chair6329
j17267,a83406,chair6330
j14771,a74743,chair6331
j10819,a8313,chair6332
j731,a90741,chair6333
j1619,a98874,chair6334
j5039,a4171,chair6335
j1126,a99948,chair6336
j9175,a51064,chair6337
j15005,a43462,chair6338
j13825,a6775,chair6339
j923,a16383,chair6340
j1705,a20763,chair6341
j9258,a9679,chair6342
j19947,a26482,chair6343
j16251,a83512,chair6344
