paperID,ID,title,abstract,confjorID,confjorTitle,proceedingsVolumesIds
p101,27e57cc2f22c1921d2a1c3954d5062e3fe391553,Guidelines for conducting and reporting case study research in software engineering,,j4589,Structural Concrete,cp101
p102,72910077a29caf411dbb03148997c72b47e65ab0,Software Engineering Economics,"This paper summarizes the current state of the art and recent trends in software engineering economics. It provides an overview of economic analysis techniques and their applicability to software engineering and management. It surveys the field of software cost estimation, including the major estimation techniques available, the state of the art in algorithmic cost models, and the outstanding research issues in software cost estimation.",j11757,Journal of Materials Chemistry A,jv9762
p103,d0bc1501ae6f54dd16534e651d90d2aeeeb1cfc1,Software engineering: What is it?,"In spite of many years of work by a multitude of organizations, a clear and simple standard for software engineering and management requirements and a method to assess their applicability to projects of various types and sizes remains elusive. From IEEE to CMMI to NASA's NPR 7150.2, there is no shortage of sources of information providing various types of requirements and standards for software engineering. Even a book on software project management for “dummies” approaches 400 pages. Wading through this information can dizzy the mind of even the most experienced software engineer; the newbie just trying to “do the right thing” will probably give up, open a text editor and start coding. This lack of clarity and simplicity perhaps goes a long way towards explaining why, in spite of this large body of work, there remains such an incredible variability in the knowledge and application of software engineering discipline not only from one organization to the next, but between groups within the same organization, or even between individual developers in the same group! Surely at least the basics of what should be done and why those things should be done can be conveyed in less than a novel-sized volume. There must be some timeless principles that cut across structured and object-oriented techniques, waterfall and agile methods, and CMMI and NASA standards. To properly interpret software engineering requirements and approaches and successfully (and selectively) apply them, one must first understand them at a fundamental level and how they can benefit the project. This paper will make an admittedly bold and brash attempt to boil it all down into something anyone can understand, hopefully resulting in a brief reference — a type of lens through which existing standards can be more practically viewed.",j714,World Journal of Engineering,cp103
p104,81dbfc1bc890368979399874e47e0529ddceaece,Software Engineering: A Practitioner's Approach,,j17668,Nuclear Engineering and Design,jv14948
p105,f70b2f20be241f445a61f33c4b8e76e554760340,Software Engineering for Machine Learning: A Case Study,"Recent advances in machine learning have stimulated widespread interest within the Information Technology sector on integrating AI capabilities into software and services. This goal has forced organizations to evolve their development processes. We report on a study that we conducted on observing software teams at Microsoft as they develop AI-based applications. We consider a nine-stage workflow process informed by prior experiences developing AI applications (e.g., search and NLP) and data science tools (e.g. application diagnostics and bug reporting). We found that various Microsoft teams have united this workflow into preexisting, well-evolved, Agile-like software engineering processes, providing insights about several essential engineering challenges that organizations may face in creating large-scale AI solutions for the marketplace. We collected some best practices from Microsoft teams to address these challenges. In addition, we have identified three aspects of the AI domain that make it fundamentally different from prior software application domains: 1) discovering, managing, and versioning the data needed for machine learning applications is much more complex and difficult than other types of software engineering, 2) model customization and model reuse require very different skills than are typically found in software teams, and 3) AI components are more difficult to handle as distinct modules than traditional software components - models may be ""entangled"" in complex ways and experience non-monotonic error behavior. We believe that the lessons learned by Microsoft teams will be valuable to other organizations.",j19710,ACS Omega,cp105
p106,0961e2650b3a62a1d198a046bef5f0700ab8c08f,Guidelines for snowballing in systematic literature studies and a replication in software engineering,"Background: Systematic literature studies have become common in software engineering, and hence it is important to understand how to conduct them efficiently and reliably.
 Objective: This paper presents guidelines for conducting literature reviews using a snowballing approach, and they are illustrated and evaluated by replicating a published systematic literature review.
 Method: The guidelines are based on the experience from conducting several systematic literature reviews and experimenting with different approaches.
 Results: The guidelines for using snowballing as a way to search for relevant literature was successfully applied to a systematic literature review.
 Conclusions: It is concluded that using snowballing, as a first search strategy, may very well be a good alternative to the use of database searches.",j18625,Interdisciplinary Sciences – Computational Life Sciences,jv13773
p107,76e4f5abeb4ad28d1f16c15771aa87241a3ee96d,Software Engineering,,j1658,Ceramics International,cp107
p108,849a6be5adf1b9a2b6e59ba0290bca06692c0efd,Sampling in software engineering research: a critical review and guidelines,,j19638,Applied Physics A: Materials Science and Processing,jv502
p109,75f3726a39b563c9890fb8ed7dd393da15ad6594,Object-oriented software engineering - a use case driven approach,Part 1. Introduction 1. System development as an industrial process Introduction A useful analogy System development characteristics Summary 2. The system life cycle Introduction System development as a process of change System development and reuse System development and methodology Objectory Summary 3. What is object-orientation? Introduction Object Class andinstance Polymorphism Inheritance Summary 4. Object-oriented system development Introduction Function/data methods Object-oriented analysis Object-oriented construction Object-oriented testing Summary 5. Object-oriented programming Introduction Objects Classes and instances Inheritance Polymorphism An example Summary Part II. Concepts 6. Architecture Introduction System development is model building Model architecture Requirements model Analysis model The design model The implementation model Test model Summary 7. Analysis Introduction The requirements model The analysis model Summary 8. Construction Introduction The design model Block design Working with construction Summary 9. Real-time specialization Introduction Classification of real-time systems Fundamental issues Analysis Construction Testing and verification Summary 10. Database Specialization Introduction Relational DBMS Object DBMS Discussion Summary 11. Components Introduction What is a component? Use of components Component management Summary 12. Testing Introduction On testing Unit testing Integration testing System testing The testing process Summary Part III. Applications 13. Case study: warehouse management system Introduction to the examples ACME Warehouse Management Inc. The requirements model The analysis model Construction 14. Case study: telecom Introduction Telecommunication switching systems The requirements model The analysis model The design model The implementation model 15. Managing object-oriented software engineering Introduction Project selection and preparation Project development organization Project organization and management Project staffing Software quality assurance Software metrics Summary 16. Other object-oriented methods Introduction A summary of object-oriented methods Object-Oriented Analysis (OOAD/Coad-Yourdon) Object-Oriented Design (OOD/Booch) Hierarchical Object-Oriented Design (HOOD) Object Modeling Technique (OMT) Responsibility-Driven Design Summary Appendix A On the development of Objectory Introduction Objectory as an activity From idea to reality References Index,j19886,Journal of Physical Chemistry C,cp109
p110,130862d54894966552cb85d3ee6f739f885d4989,Model-Driven Software Engineering in Practice,"This book discusses how model-based approaches can improve the daily practice of software professionals. This is known as Model-Driven Software Engineering (MDSE) or, simply, Model-Driven Engineering (MDE). MDSE practices have proved to increase efficiency and effectiveness in software development, as demonstrated by various quantitative and qualitative studies. MDSE adoption in the software industry is foreseen to grow exponentially in the near future, e.g., due to the convergence of software development and business analysis. The aim of this book is to provide you with an agile and flexible tool to introduce you to the MDSE world, thus allowing you to quickly understand its basic principles and techniques and to choose the right set of MDSE instruments for your needs so that you can start to benefit from MDSE right away. The book is organized into two main parts. The first part discusses the foundations of MDSE in terms of basic concepts (i.e., models and transformations), driving principles, application scenarios and current standards, like the well-known MDA initiative proposed by OMG (Object Management Group) as well as the practices on how to integrate MDSE in existing development processes. The second part deals with the technical aspects of MDSE, spanning from the basics on when and how to build a domain-specific modeling language, to the description of Model-to-Text and Model-to-Model transformations, and the tools that support the management of MDSE projects. The book is targeted to a diverse set of readers, spanning: professionals, CTOs, CIOs, and team managers that need to have a bird's eye vision on the matter, so as to take the appropriate decisions when it comes to choosing the best development techniques for their company or team; software analysts, developers, or designers that expect to use MDSE for improving everyday work productivity, either by applying the basic modeling techniques and notations or by defining new domain-specific modeling languages and applying end-to-end MDSE practices in the software factory; and academic teachers and students to address undergrad and postgrad courses on MDSE. In addition to the contents of the book, more resources are provided on the book's website http://www.mdse-book.com/, including the examples presented in the book. Table of Contents: Introduction / MDSE Principles / MDSE Use Cases / Model-Driven Architecture (MDA) / Integration of MDSE in your Development Process / Modeling Languages at a Glance / Developing your Own Modeling Language / Model-to-Model Transformations / Model-to-Text Transformations / Managing Models / Summary",j5855,Astronomical Journal,jv12685
p111,2bd576ce574df33c834b6032962cd5ae0be5299f,Guidelines for conducting systematic mapping studies in software engineering: An update,,j18188,Journal of Construction Engineering and Management,cp111
p112,947b29eb3cde8ccb8df9342bb2384ec480ea3964,Experimentation in software engineering: an introduction,,j2542,ChemNanoMat,jv17868
p113,21c6beb2a6df81f424e3d1283fbb9cc3157a3115,A Taxonomy of Software Engineering Challenges for Machine Learning Systems: An Empirical Investigation,,j10539,The Lancet Gastroenterology and Hepatology,cp113
p114,a963d05b9d4acd347ad528e7d098eb53d8f555a2,Systematic literature reviews in software engineering - A systematic literature review,,j8775,Journal of Energy Chemistry,jv17247
p115,e28bdc373de80d7ec0e64631a89e64fbdcdae230,Systematic Mapping Studies in Software Engineering,"BACKGROUND: A software engineering systematic map is a defined method to build a classification scheme and structure a software engineering field of interest. The analysis of results focuses on frequencies of publications for categories within the scheme. Thereby, the coverage of the research field can be determined. Different facets of the scheme can also be combined to answer more specific research questions. 
 
OBJECTIVE: We describe how to conduct a systematic mapping study in software engineering and provide guidelines. We also compare systematic maps and systematic reviews to clarify how to chose between them. This comparison leads to a set of guidelines for systematic maps. 
 
METHOD: We have defined a systematic mapping process and applied it to complete a systematic mapping study. Furthermore, we compare systematic maps with systematic reviews by systematically analyzing existing systematic reviews. 
 
RESULTS: We describe a process for software engineering systematic mapping studies and compare it to systematic reviews. Based on this, guidelines for conducting systematic maps are defined. 
 
CONCLUSIONS: Systematic maps and reviews are different in terms of goals, breadth, validity issues and implications. Thus, they should be used complementarily and require different methods (e.g., for analysis).",j16854,Green Chemistry,cp115
p116,247e2ee1a84e25cdc2d0d68811e2ee05ca0bc6a9,Software engineering in start-up companies: An analysis of 88 experience reports,,j10654,Cardiovascular Engineering and Technology,jv8755
p117,f463018624b6f4b8dd576732b6cce36e31bac978,Software Engineering of Self-adaptive Systems,,j18546,Water (Switzerland),cp117
p118,967f4eb786aa143b7eb09f00d9ba8ddfe44e039f,Sentiment Analysis for Software Engineering: How Far Can We Go?,"Sentiment analysis has been applied to various software engineering (SE) tasks, such as evaluating app reviews or analyzing developers' emotions in commit messages. Studies indicate that sentiment analysis tools provide unreliable results when used out-of-the-box, since they are not designed to process SE datasets. The silver bullet for a successful application of sentiment analysis tools to SE datasets might be their customization to the specific usage context. We describe our experience in building a software library recommender exploiting crowdsourced opinions mined from Stack Overflow (e.g., what is the sentiment of developers about the usability of a library). To reach our goal, we retrained—on a set of 40k manually labeled sentences/words extracted from Stack Overflow—a state-of-the-art sentiment analysis tool exploiting deep learning. Despite such an effort- and time-consuming training process, the results were negative. We changed our focus and performed a thorough investigation of the accuracy of these tools on a variety of SE datasets. Our results should warn the research community about the strong limitations of current sentiment analysis tools.",j1033,Journal of Image and Graphics,jv18141
p119,bca7c0902f600fa77b1e16d0e093e23f7d75f649,Empirical software engineering experts on the use of students and professionals in experiments,,j19200,Journal of the American Chemical Society,cp119
p120,ed0759b7001f8be53bb4282750e98198b359307d,No Silver Bullet Essence and Accidents of Software Engineering,"But, as we look to the horizon of a decade hence, we see no silver bullet. There is no single development, in either technology or in management technique, that by itself promises even one order-of-magnitude improvement in productivity, in reliability, in simplicity. In this article, I shall try to show why, by examining both the nature of the software problem and the properties of the bullets proposed.",j12628,IEEE Transactions on Instrumentation and Measurement,jv7574
p121,fb2bb5777f1b1bd745070c006265edf8feb5f29f,Smart contracts vulnerabilities: a call for blockchain software engineering?,"Smart Contracts have gained tremendous popularity in the past few years, to the point that billions of US Dollars are currently exchanged every day through such technology. However, since the release of the Frontier network of Ethereum in 2015, there have been many cases in which the execution of Smart Contracts managing Ether coins has led to problems or conflicts. Compared to traditional Software Engineering, a discipline of Smart Contract and Blockchain programming, with standardized best practices that can help solve the mentioned problems and conflicts, is not yet sufficiently developed. Furthermore, Smart Contracts rely on a non-standard software life-cycle, according to which, for instance, delivered applications can hardly be updated or bugs resolved by releasing a new version of the software. In this paper we advocate the need for a discipline of Blockchain Software Engineering, addressing the issues posed by smart contract programming and other applications running on blockchains.We analyse a case of study where a bug discovered in a Smart Contract library, and perhaps ""unsafe"" programming, allowed an attack on Parity, a wallet application, causing the freezing of about 500K Ethers (about 150M USD, in November 2017). In this study we analyze the source code of Parity and the library, and discuss how recognised best practices could mitigate, if adopted and adapted, such detrimental software misbehavior. We also reflect on the specificity of Smart Contract software development, which makes some of the existing approaches insufficient, and call for the definition of a specific Blockchain Software Engineering.",j14813,Applied Thermal Engineering,cp121
p122,30b71975e26dd2709f58372419b712d97536402f,Continuous software engineering: A roadmap and agenda,,j14582,International Journal of Mechanical Sciences,jv1678
p123,51b502b9ce774a615474ed8629e74d0dfaa33ee3,The ABC of Software Engineering Research,"A variety of research methods and techniques are available to SE researchers, and while several overviews exist, there is consistency neither in the research methods covered nor in the terminology used. Furthermore, research is sometimes critically reviewed for characteristics inherent to the methods. We adopt a taxonomy from the social sciences, termed here the ABC framework for SE research, which offers a holistic view of eight archetypal research strategies. ABC refers to the research goal that strives for generalizability over Actors (A) and precise measurement of their Behavior (B), in a realistic Context (C). The ABC framework uses two dimensions widely considered to be key in research design: the level of obtrusiveness of the research and the generalizability of research findings. We discuss metaphors for each strategy and their inherent limitations and potential strengths. We illustrate these research strategies in two key SE domains, global software engineering and requirements engineering, and apply the framework on a sample of 75 articles. Finally, we discuss six ways in which the framework can advance SE research.",j15787,Energy Storage Materials,cp123
p124,6f58d8b98c652897842afdd023c535f9724b4eb2,A Benchmark Study on Sentiment Analysis for Software Engineering Research,"A recent research trend has emerged to identify developers' emotions, by applying sentiment analysis to the content of communication traces left in collaborative development environments. Trying to overcome the limitations posed by using off-the-shelf sentiment analysis tools, researchers recently started to develop their own tools for the software engineering domain. In this paper, we report a benchmark study to assess the performance and reliability of three sentiment analysis tools specifically customized for software engineering. Furthermore, we offer a reflection on the open challenges, as they emerge from a qualitative analysis of misclassified texts.",j12531,Chinese Physics B,jv1059
p125,6e1cafd50333b3812bf002a51bcb1f720e35b7ed,Word Embeddings for the Software Engineering Domain,"The software development process produces vast amounts of textual data expressed in natural language. Outcomes from the natural language processing community have been adapted in software engineering research for leveraging this rich textual information; these include methods and readily available tools, often furnished with pretrained models. State of the art pretrained models however, capture general, common sense knowledge, with limited value when it comes to handling data specific to a specialized domain. There is currently a lack of domain-specific pretrained models that would further enhance the processing of natural language artefacts related to software engineering. To this end, we release a word2vec model trained over 15GB of textual data from Stack Overflow posts. We illustrate how the model disambiguates polysemous words by interpreting them within their software engineering context. In addition, we present examples of fine-grained semantics captured by the model, that imply transferability of these results to diverse, targeted information retrieval tasks in software engineering and motivate for further reuse of the model.",j15795,IEEE Transactions on Knowledge and Data Engineering,cp125
p126,843964eecc10b28eff53f2d4a9db4e112a38e94e,Introduction to Software Engineering,"INTRODUCTION The Need for Software Engineering Are Software Teams Really Necessary? Software Engineering Software Lifecycles Different Views of Software Engineering Activities Software Engineering as an Emerging Discipline Some Techniques of Software Engineering Standards Commonly Used for Software Development Processes The Year 2000 Problem and Similar Problems Organization of the Book PROJECT MANAGEMENT Sub-Teams Needed in Software Engineering Projects The Nature of Project Teams Project Management Software Project Estimation Project Scheduling Project Measurement Project Management Tools The Role of Networks in Project Management Groupware An Example: Project Management for a Year 2000 Conversion Project REQUIREMENTS Some Problems with Requirements Determination Requirements Elicitation Requirements Traceability Software Architectures and Requirements Reengineering System Requirements Assessment of Feasibility of System Requirements Usability Requirements Specifying Requirements Using State Diagrams and Decision Tables Specifying Requirements Using Petri Nets Ethical Issues Some Metrics for Requirements The Requirements Review The Major Project - Problem Statement The Major Project - Requirements Elicitation The Major Software Project - Requirements Analysis SOFTWARE DESIGN Introduction Software Design Patterns Introduction to Software Design Representations Procedurally-Oriented Design Representations Software Architectures Software Design Principles for Procedurally-Oriented Programs What is an Object? Object-Oriented Design Representations Software Design Principles for Object-Oriented Programs Class Design Issues An Example of Class Development - The String Class User Interfaces Software Interfaces Some Metrics for Design Design Reviews A Manager's Viewpoint of Design Architecture of the Major Software Engineering Project Preliminary Design of the Major Software Project Subsystem Design of the Major Software Project Detailed Design for the Major Software Project CODING The Choice of Programming Language Coding Styles Coding Standards Coding, Design, Requirements, and Change Some Coding Metrics Coding Reviews and Inspections Configuration Management A Management Perspective on Coding Coding of the Major Software Project TESTING AND INTEGRATION Types of Software Testing Black-Box Module Testing White-Box Module Testing Reducing the Number of Test Cases by Effective Test Strategies Testing Objects for Encapsulation and Completeness Testing Objects with Inheritance General Testing Issues for Object-Oriented Software Test Plans Software Integration Managing Change in the Integration Process Performance and Stress Testing Quality Assurance Software Reliability A Manager's Viewpoint on Testing and Integration Testing the Major Software Project Integrating the Major Software Project DELIVERY, INSTALLATION, AND DOCUMENTATION Delivery Installation Internal Documentation External Documentation Design Rationales Installation, User, Training, and Operations Manuals On-Line Documentation Reading Levels A Manager's View of Delivery, Installation, and Documentation Delivery, Installation, and Documentation of the Major Software Project MAINTENANCE Introduction Corrective Software Maintenance Adaptive Software Maintenance Preventative Software Maintenance and the Year 2000 Problem How to Read Requirements, Designs, and Source Code A Manager's Perspective on Software Maintenance Maintenance of the Major Software Project RESEARCH ISSUES IN SOFTWARE ENGINEERING Some Important Research Problems in Software Engineering How to Read the Software Engineering Research Literature APPENDIX: COMMAND-LINE ARGUMENTS REFERENCES",j19771,SIGCOMM 2023 - Proceedings of the ACM SIGCOMM 2023 Conference,jv9914
p127,cc3d1830b5220b68d8e785130e4b0d5ab7563d67,Software Engineering for Machine-Learning Applications: The Road Ahead,"The First Symposium on Software Engineering for Machine Learning Applications (SEMLA) aimed to create a space in which machine learning (ML) and software engineering (SE) experts could come together to discuss challenges, new insights, and practical ideas regarding the engineering of ML and AI-based systems. Key challenges discussed included the accuracy of systems built using ML and AI models, the testing of those systems, industrial applications of AI, and the rift between the ML and SE communities. This article is part of a theme issue on software engineering’s 50th anniversary.",j14695,Gongcheng Lixue/Engineering Mechanics,cp127
p128,a75965753906c24a6a5715a695757a0de8447f26,A Survey of App Store Analysis for Software Engineering,"App Store Analysis studies information about applications obtained from app stores. App stores provide a wealth of information derived from users that would not exist had the applications been distributed via previous software deployment methods. App Store Analysis combines this non-technical information with technical information to learn trends and behaviours within these forms of software repositories. Findings from App Store Analysis have a direct and actionable impact on the software teams that develop software for app stores, and have led to techniques for requirements engineering, release planning, software design, security and testing. This survey describes and compares the areas of research that have been explored thus far, drawing out common aspects, trends and directions future research should take to address open problems and challenges.",j1341,Water (Switzerland),jv10817
p129,11de94b684fa2eb4dffe4b99d959888382c6abfb,Software Engineering Challenges of Deep Learning,"Surprisingly promising results have been achieved by deep learning (DL) systems in recent years. Many of these achievements have been reached in academic settings, or by large technology companies with highly skilled research groups and advanced supporting infrastructure. For companies without large research groups or advanced infrastructure, building high-quality production-ready systems with DL components has proven challenging. There is a clear lack of well-functioning tools and best practices for building DL systems. It is the goal of this research to identify what the main challenges are, by applying an interpretive research approach in close collaboration with companies of varying size and type. A set of seven projects have been selected to describe the potential with this new technology and to identify associated main challenges. A set of 12 main challenges has been identified and categorized into the three areas of development, production, and organizational challenges. Furthermore, a mapping between the challenges and the projects is defined, together with selected motivating descriptions of how and why the challenges apply to specific projects. Compared to other areas such as software engineering or database technologies, it is clear that DL is still rather immature and in need of further work to facilitate development of high-quality systems. The challenges identified in this paper can be used to guide future research by the software engineering and DL communities. Together, we could enable a large number of companies to start taking advantage of the high potential of the DL technology.",j8862,Fuel,cp129
p130,11ebce51f6b0a901948953a024abf1cdb9111f3f,Design Science Methodology for Information Systems and Software Engineering,,j12396,Nano Letters,jv9789
p131,bccd2ffa530097e7617c35178de641f1295d2748,The History of Software Engineering,"Grady Booch, one of UML’s original authors, offers his perspective on the history of software engineering. This article is part of a theme issue on software engineering’s 50th anniversary. The Web Extra, a version of the article with an expanded bibliography, is at https://extras.computer.org/extra/mso2018050108s1.pdf.",j10896,Journal of Colloid and Interface Science,cp131
p132,2b19768afa6fbf5abb19790cd1ee991574129933,A survey of the use of crowdsourcing in software engineering,,j6312,Ecological Indicators,jv11252
p133,3f0b37f26829684b8417309577d77f3af6534707,Fundamentals of Software Engineering,,j11371,Dianli Xitong Zidonghua/Automation of Electric Power Systems,cp133
p134,bcc7041e0fb7717a7d67a9c00e08b7fb81384cbf,Robust Statistical Methods for Empirical Software Engineering,,j2005,Journal of Business Ethics,jv13931
p135,8fe2f59ff3733f9ee50ffa295beda502f4e268e2,Grounded Theory in Software Engineering Research: A Critical Review and Guidelines,"Grounded Theory (GT) has proved an extremely useful research approach in several fields including medical sociology, nursing, education and management theory. However, GT is a complex method based on an inductive paradigm that is fundamentally different from the traditional hypothetico-deductive research model. As there are at least three variants of GT, some ostensibly GT research suffers from method slurring, where researchers adopt an arbitrary subset of GT practices that are not recognizable as GT. In this paper, we describe the variants of GT and identify the core set of GT practices. We then analyze the use of grounded theory in software engineering. We carefully and systematically selected 98 articles that mention GT, of which 52 explicitly claim to use GT, with the other 46 using GT techniques only. Only 16 articles provide detailed accounts of their research procedures. We offer guidelines to improve the quality of both conducting and reporting GT studies. The latter is an important extension since current GT guidelines in software engineering do not cover the reporting process, despite good reporting being necessary for evaluating a study and informing subsequent research.",j17915,Zhendong Gongcheng Xuebao/Journal of Vibration Engineering,cp135
p136,63b8ebfe57af400c8bbadc5c111cb5fe71f331bd,On negative results when using sentiment analysis tools for software engineering research,,j3418,Dianwang Jishu/Power System Technology,jv16157
p137,ae8afd0a805b8e117b5cf933e6d0cccfc178ad63,Software Engineering,,j12107,Nano Research,cp137
p138,24359b0a34715df2179e084285c16a10f997a145,Software Engineering Education: Converging with the Startup Industry,"Startups are agents of change that bring in innovations and find solutions to problems at various scales. An all-rounded engineering team is a key driver for the ability to execute the entrepreneurial ambition, from building a minimum viable product to later stages of product vision. Software engineering education provides students with the knowledge to transition to mature companies with defined structure in place successfully. However, the fluidity, risk, time-sensitivity, and uncertainty of startups demand a dynamic and agile set of skills to rapidly identify, conceptualize and deliver features as per market needs. This requires the adoption of latest development trends in software processes, engineering and DevOps practices with automation to iterate fast with low governance and the ability to take on multiple roles. This paper presents a study of the dynamics and engineering at startups and compares it with the current curriculum of software engineering.",j3116,Acta Materialia,jv18047
p139,261043d80a2a66044e1ee0eaee46c7331687afa4,Leveraging Automated Sentiment Analysis in Software Engineering,"Automated sentiment analysis in software engineering textual artifacts has long been suffering from inaccuracies in those few tools available for the purpose. We conduct an in-depth qualitative study to identify the difficulties responsible for such low accuracy. Majority of the exposed difficulties are then carefully addressed in developing SentiStrength-SE, a tool for improved sentiment analysis especially designed for application in the software engineering domain. Using a benchmark dataset consisting of 5,600 manually annotated JIRA issue comments, we carry out both quantitative and qualitative evaluations of our tool. SentiStrength-SE achieves 73.85% precision and 85% recall, which are significantly higher than a state-of-the-art sentiment analysis tool we compare with.",j2241,IEEE Transactions on Industrial Informatics,cp139
p140,f9a9f3f016fa3123c3059cca66314d26f2357155,"Model-Driven Software Engineering in Practice, Second Edition","This book discusses how model-based approaches can improve the daily practice of software professionals. This is known as Model-Driven Software Engineering (MDSE) or, simply, Model-Driven Engineering (MDE). MDSE practices have proved to increase efficiency and effectiveness in software development, as demonstrated by various quantitative and qualitative studies. MDSE adoption in the software industry is foreseen to grow exponentially in the near future, e.g., due to the convergence of software development and business analysis. The aim of this book is to provide you with an agile and flexible tool to introduce you to the MDSE world, thus allowing you to quickly understand its basic principles and techniques and to choose the right set of MDSE instruments for your needs so that you can start to benefit from MDSE right away. The book is organized into two main parts. The first part discusses the foundations of MDSE in terms of basic concepts (i.e., models and transformations), driving principles, application scenarios, and current standards, like the well-known MDA initiative proposed by OMG (Object Management Group) as well as the practices on how to integrate MDSE in existing development processes. The second part deals with the technical aspects of MDSE, spanning from the basics on when and how to build a domain-specific modeling language, to the description of Model-to-Text and Model-to-Model transformations, and the tools that support the management of MDSE projects. The second edition of the book features: a set of completely new topics, including: full example of the creation of a new modeling language (IFML), discussion of modeling issues and approaches in specific domains, like business process modeling, user interaction modeling, and enterprise architecture complete revision of examples, figures, and text, for improving readability, understandability, and coherence better formulation of definitions, dependencies between concepts and ideas addition of a complete index of book content In addition to the contents of the book, more resources are provided on the book's website http://www.mdse-book.com, including the examples presented in the book.",j18555,Materials,jv15707
p141,0a5d358e643f46f5a5d20892417260800cccc345,Experimentation in Software Engineering,,j18454,Journal of Business Ethics,cp141
p142,3041a9265afb2ebdb4915aa9572668bb7f32b0ef,From Word Embeddings to Document Similarities for Improved Information Retrieval in Software Engineering,"The application of information retrieval techniques to search tasks in software engineering is made difficult by the lexical gap between search queries, usually expressed in natural language (e.g. English), and retrieved documents, usually expressed in code (e.g. programming languages). This is often the case in bug and feature location, community question answering, or more generally the communication between technical personnel and non-technical stake holders in a software project. In this paper, we propose bridging the lexical gap by projecting natural language statements and code snippets as meaning vectors in a shared representation space. In the proposed architecture, word embeddings are rst trained on API documents, tutorials, and reference documents, and then aggregated in order to estimate semantic similarities between documents. Empirical evaluations show that the learned vector space embeddings lead to improvements in a previously explored bug localization task and a newly de ned task of linking API documents to computer programming questions.",j2742,Resources Policy,jv1306
p143,9a9643601989088ace41382b3c1cc61e1b4d5633,Blockchain-Oriented Software Engineering: Challenges and New Directions,"In this work, we acknowledge the need for software engineers to devise specialized tools and techniques for blockchain-oriented software development. Ensuring effective testing activities, enhancing collaboration in large teams, and facilitating the development of smart contracts all appear as key factors in the future of blockchain-oriented software development.",c44,Energy and Fuels,cp143
p144,c176cf31862a7c5b324556e8dc3fdbef2a108391,Model-Based Software Engineering to Tame the IoT Jungle,"The Internet of Things (IoT) is a challenging combination of distribution and heterogeneity. A number of software engineering solutions address those challenges in isolation, but few solutions tackle them in combination, which poses a set of concrete challenges. The ThingML (Internet of Things Modeling Language) approach attempts to address those challenges. This model-driven, generative approach, which was inspired by UML, integrates concepts targeted at the IoT. Over the past six years, it has been continuously evolved and applied to cases in different domains, including a commercial e-health solution.",j5683,Frontiers of Information Technology and Electronic Engineering,jv9474
p145,9579ed0d182ba134ab3ed14ba0defbb324147399,Key Abstractions for IoT-Oriented Software Engineering,"Despite the progress in Internet of Things (IoT) research, a general software engineering approach for systematic development of IoT systems and applications is still missing. A synthesis of the state of the art in the area can help frame the key abstractions related to such development. Such a framework could be the basis for guidelines for IoT-oriented software engineering.",j3115,Journal of Materials Research and Technology,cp145
p146,819f36c0ddae12132d60ebc5cc0a19f7db8668b1,Cognitive Biases in Software Engineering: A Systematic Mapping Study,"One source of software project challenges and failures is the systematic errors introduced by human cognitive biases. Although extensively explored in cognitive psychology, investigations concerning cognitive biases have only recently gained popularity in software engineering research. This paper therefore systematically maps, aggregates and synthesizes the literature on cognitive biases in software engineering to generate a comprehensive body of knowledge, understand state-of-the-art research and provide guidelines for future research and practise. Focusing on bias antecedents, effects and mitigation techniques, we identified 65 articles (published between 1990 and 2016), which investigate 37 cognitive biases. Despite strong and increasing interest, the results reveal a scarcity of research on mitigation techniques and poor theoretical foundations in understanding and interpreting cognitive biases. Although bias-related research has generated many new insights in the software engineering community, specific bias mitigation techniques are still needed for software professionals to overcome the deleterious effects of cognitive biases on their work.",j15183,Nano Research,jv5530
p147,0c2faa3d1403f94da644853b1f33f976fab1da0b,Software Engineering,"S ystem testing followed by a product release decision are the last guards in assuring software quality—insufficient testing or the wrong release decision can lead directly to the delivery of low-quality software to users. At the same time, relying too much on system testing to guarantee quality is dangerous because it occurs too late to correct poor-quality software. Moreover, previous studies have shown that bug fixing is much costlier during system testing than in earlier phases.1 Therefore, we must not only be aware of factors that increase defects but also seek possible process improvements to reduce defects before system testing. To identify and justify process improvements in individual organizations, where processes, data, and context are varied and unique, we explored using a multivariate modeling technique to analyze past development data collected in organizations. However, unlike some academic approaches, we employed a basic linear regression approach with a limited number of independent variables, each associated with what we call software engineering (SE) beliefs. These are short statements that are attention-getting, understandable, and obviously practically useful, such as “about 80 percent of the defects come from 20 percent of the modules,” or “peer reviews catch 60 percent of the defects.”2 SE beliefs are a kind of practical hypothesis that",j11028,International Journal of Hydrogen Energy,cp147
