authorID,supervisorID,confjorID,supervisorsIDs
a71928,s71928,j15988,editor33583
a25713,s25713,j3183,editor33584
a91988,s91988,j12768,editor33585
a49801,s49801,j4287,editor33586
a6002,s6002,j16281,editor33587
a33327,s33327,j13154,editor33588
a38323,s38323,j17216,editor33589
a90007,s90007,j6404,editor33590
a32281,s32281,j16371,editor33591
a36272,s36272,j14666,editor33592
a84202,s84202,j868,editor33593
a32751,s32751,j4572,editor33594
a88546,s88546,j13805,editor33595
a42565,s42565,j8946,editor33596
a76496,s76496,j13107,editor33597
a41441,s41441,j3026,editor33598
a29083,s29083,j14115,editor33599
a16654,s16654,j9416,editor33600
a87423,s87423,j17102,editor33601
a22683,s22683,j16062,editor33602
a79791,s79791,j12096,editor33603
a69834,s69834,j4331,editor33604
a18397,s18397,c187,chair617
a61420,s61420,j17761,editor33605
a90746,s90746,j8808,editor33606
a18010,s18010,j3043,editor33607
a85229,s85229,j3049,editor33608
a77719,s77719,j4875,editor33609
a21012,s21012,j2827,editor33610
a41740,s41740,j18413,editor33611
a33536,s33536,j931,editor33612
a48065,s48065,j19019,editor33613
a41626,s41626,j11731,editor33614
a60433,s60433,j265,editor33615
a32276,s32276,j17907,editor33616
a20147,s20147,j9989,editor33617
a27393,s27393,j14176,editor33618
a37601,s37601,j14713,editor33619
a54896,s54896,j4238,editor33620
a31605,s31605,j10752,editor33621
a35544,s35544,j16850,editor33622
a91712,s91712,j13494,editor33623
a81504,s81504,j13531,editor33624
a52717,s52717,j15274,editor33625
a19383,s19383,j1983,editor33626
a27822,s27822,j18875,editor33627
a97047,s97047,j12654,editor33628
a50878,s50878,j14784,editor33629
a95313,s95313,j11483,editor33630
a10193,s10193,j18874,editor33631
a51286,s51286,j14689,editor33632
a81643,s81643,j5754,editor33633
a38618,s38618,j7312,editor33634
a64773,s64773,j849,editor33635
a28958,s28958,j9197,editor33636
a76480,s76480,j362,editor33637
a75000,s75000,j11414,editor33638
a90865,s90865,j11734,editor33639
a68318,s68318,j4340,editor33640
a99443,s99443,j1061,editor33641
a16377,s16377,j14671,editor33642
a78839,s78839,j17399,editor33643
a19602,s19602,j9325,editor33644
a53254,s53254,j17557,editor33645
a95955,s95955,j7700,editor33646
a43855,s43855,j245,editor33647
a75466,s75466,j3958,editor33648
a63245,s63245,j19949,editor33649
a79170,s79170,j10773,editor33650
a16764,s16764,j14760,editor33651
a104155,s104155,j10635,editor33652
a89293,s89293,j3453,editor33653
a10173,s10173,j16948,editor33654
a39813,s39813,j14292,editor33655
a101695,s101695,j6375,editor33656
a44032,s44032,j11381,editor33657
a7801,s7801,j13951,editor33658
a60339,s60339,j15915,editor33659
a42402,s42402,j1941,editor33660
a77037,s77037,j990,editor33661
a41981,s41981,j9047,editor33662
a66792,s66792,j14844,editor33663
a10585,s10585,j899,editor33664
a51144,s51144,j5191,editor33665
a93773,s93773,j10364,editor33666
a16053,s16053,j6363,editor33667
a70653,s70653,j5096,editor33668
a36118,s36118,j12809,editor33669
a14509,s14509,j2954,editor33670
a98828,s98828,j10693,editor33671
a68341,s68341,j19769,editor33672
a76895,s76895,j9708,editor33673
a41438,s41438,j15262,editor33674
a50609,s50609,j10228,editor33675
a71443,s71443,j2298,editor33676
a68144,s68144,j18818,editor33677
a79167,s79167,j13230,editor33678
a22802,s22802,j19020,editor33679
a49186,s49186,j14882,editor33680
a93593,s93593,j2721,editor33681
a102256,s102256,j14123,editor33682
a7685,s7685,j10620,editor33683
a83048,s83048,j12182,editor33684
a11824,s11824,j152,editor33685
a36780,s36780,j7265,editor33686
a46430,s46430,j4496,editor33687
a105521,s105521,j3641,editor33688
a57863,s57863,j13790,editor33689
a65346,s65346,j8779,editor33690
a39359,s39359,j12618,editor33691
a65170,s65170,j14883,editor33692
a56589,s56589,j14385,editor33693
a50080,s50080,j5562,editor33694
a90386,s90386,j9082,editor33695
a18758,s18758,j3156,editor33696
a60413,s60413,j17560,editor33697
a76403,s76403,j1866,editor33698
a13724,s13724,j1412,editor33699
a914,s914,j2316,editor33700
a105216,s105216,j2551,editor33701
a73592,s73592,j14544,editor33702
a24637,s24637,j11658,editor33703
a100436,s100436,j15993,editor33704
a86177,s86177,j15202,editor33705
a9411,s9411,j2092,editor33706
a24526,s24526,j12434,editor33707
a57580,s57580,j5728,editor33708
a1347,s1347,j1007,editor33709
a103697,s103697,j12967,editor33710
a86308,s86308,j2908,editor33711
a100115,s100115,j6987,editor33712
a34882,s34882,j17334,editor33713
a30363,s30363,j10510,editor33714
a102036,s102036,j3101,editor33715
a47500,s47500,j6268,editor33716
a61573,s61573,j2785,editor33717
a33156,s33156,j11376,editor33718
a12,s12,j13866,editor33719
a41803,s41803,j8713,editor33720
a14398,s14398,j18273,editor33721
a45637,s45637,j11583,editor33722
a85881,s85881,j6466,editor33723
a39981,s39981,j18314,editor33724
a80036,s80036,j8801,editor33725
a4771,s4771,j3134,editor33726
a94690,s94690,j4437,editor33727
a47973,s47973,j13728,editor33728
a38305,s38305,j9962,editor33729
a20510,s20510,j4748,editor33730
a30042,s30042,j13074,editor33731
a97146,s97146,j3967,editor33732
a52370,s52370,j14328,editor33733
a24294,s24294,j19257,editor33734
a38691,s38691,j15769,editor33735
a78406,s78406,j2198,editor33736
a33245,s33245,j8046,editor33737
a81671,s81671,j5531,editor33738
a79965,s79965,j882,editor33739
a39506,s39506,j1181,editor33740
a38556,s38556,j3760,editor33741
a28124,s28124,j13307,editor33742
a92932,s92932,j2022,editor33743
a17550,s17550,j16017,editor33744
a89267,s89267,j6237,editor33745
a34439,s34439,j10378,editor33746
a93000,s93000,j12003,editor33747
a99370,s99370,j15465,editor33748
a9863,s9863,j12077,editor33749
a8237,s8237,j10063,editor33750
a7041,s7041,c183,chair618
a25086,s25086,j19136,editor33751
a15222,s15222,j18530,editor33752
a37781,s37781,j5542,editor33753
a53392,s53392,j17372,editor33754
a51681,s51681,j17972,editor33755
a51217,s51217,j17978,editor33756
a4875,s4875,j17640,editor33757
a36762,s36762,j13978,editor33758
a23980,s23980,j16042,editor33759
a68134,s68134,j16309,editor33760
a33483,s33483,j14990,editor33761
a62161,s62161,j13495,editor33762
a38612,s38612,j15402,editor33763
a105095,s105095,j13000,editor33764
a5692,s5692,j6101,editor33765
a17466,s17466,j3715,editor33766
a25441,s25441,j17179,editor33767
a41611,s41611,j10599,editor33768
a87549,s87549,j2555,editor33769
a51023,s51023,j15199,editor33770
a90018,s90018,j19853,editor33771
a61223,s61223,j1702,editor33772
a32207,s32207,j424,editor33773
a91275,s91275,j5548,editor33774
a10036,s10036,c90,chair619
a54158,s54158,j11025,editor33775
a84562,s84562,j6972,editor33776
a60680,s60680,j19354,editor33777
a62476,s62476,j14236,editor33778
a48592,s48592,j2965,editor33779
a2383,s2383,j1507,editor33780
a50043,s50043,j19793,editor33781
a4156,s4156,j15617,editor33782
a88028,s88028,j16102,editor33783
a55862,s55862,j13352,editor33784
a53860,s53860,j13991,editor33785
a25624,s25624,j7575,editor33786
a11155,s11155,j9326,editor33787
a47895,s47895,j11683,editor33788
a98493,s98493,j7552,editor33789
a90089,s90089,j16919,editor33790
a58633,s58633,j16343,editor33791
a99713,s99713,j5559,editor33792
a64639,s64639,j2924,editor33793
a68756,s68756,j3243,editor33794
a50103,s50103,j9054,editor33795
a83109,s83109,j10086,editor33796
a28382,s28382,j14468,editor33797
a98258,s98258,j1757,editor33798
a11926,s11926,j12660,editor33799
a97751,s97751,j10441,editor33800
a41467,s41467,j9405,editor33801
a5761,s5761,j652,editor33802
a28619,s28619,j12067,editor33803
a97727,s97727,j14655,editor33804
a6036,s6036,j2791,editor33805
a102741,s102741,j13949,editor33806
a33468,s33468,j18325,editor33807
a103298,s103298,j12957,editor33808
a16669,s16669,j3886,editor33809
a50885,s50885,j5784,editor33810
a15005,s15005,j7755,editor33811
a5897,s5897,j16074,editor33812
a24555,s24555,j15905,editor33813
a80403,s80403,j14022,editor33814
a104973,s104973,j12581,editor33815
a86188,s86188,j19341,editor33816
a44413,s44413,j10060,editor33817
a79969,s79969,j19032,editor33818
a47768,s47768,j7799,editor33819
a63713,s63713,j544,editor33820
a8454,s8454,j11751,editor33821
a60253,s60253,j7911,editor33822
a74814,s74814,j2339,editor33823
a42859,s42859,j1806,editor33824
a95802,s95802,j12537,editor33825
a45130,s45130,j9641,editor33826
a94909,s94909,j4137,editor33827
a86734,s86734,j2438,editor33828
a79829,s79829,j12406,editor33829
a87376,s87376,j10107,editor33830
a92130,s92130,j14119,editor33831
a83218,s83218,j14507,editor33832
a52922,s52922,j18468,editor33833
a71837,s71837,j14558,editor33834
a87552,s87552,j2685,editor33835
a19846,s19846,j11353,editor33836
a71027,s71027,j9790,editor33837
a91511,s91511,j13795,editor33838
a29934,s29934,j3939,editor33839
a98767,s98767,j3755,editor33840
a105072,s105072,j11851,editor33841
a103714,s103714,j19052,editor33842
a77556,s77556,j4025,editor33843
a21040,s21040,j10649,editor33844
a55148,s55148,c212,chair620
a104979,s104979,j7747,editor33845
a11435,s11435,j5256,editor33846
a97489,s97489,j16575,editor33847
a76809,s76809,j7324,editor33848
a46177,s46177,j4689,editor33849
a67017,s67017,j10497,editor33850
a81535,s81535,j474,editor33851
a88982,s88982,j18910,editor33852
a78416,s78416,j7255,editor33853
a16675,s16675,j14054,editor33854
a76338,s76338,j16450,editor33855
a11050,s11050,j10400,editor33856
a100256,s100256,j5753,editor33857
a95007,s95007,j2306,editor33858
a26518,s26518,j16781,editor33859
a48400,s48400,j8926,editor33860
a40328,s40328,j591,editor33861
a57181,s57181,j11308,editor33862
a66037,s66037,j836,editor33863
a16164,s16164,j11976,editor33864
a65302,s65302,j2117,editor33865
a8623,s8623,j3847,editor33866
a82182,s82182,j3507,editor33867
a18221,s18221,j4299,editor33868
a7185,s7185,j12435,editor33869
a32755,s32755,j12684,editor33870
a9692,s9692,j4944,editor33871
a32622,s32622,j16585,editor33872
a28456,s28456,j6212,editor33873
a13969,s13969,j6522,editor33874
a25869,s25869,j1381,editor33875
a82796,s82796,j11328,editor33876
a22225,s22225,j12847,editor33877
a11201,s11201,j367,editor33878
a13296,s13296,j6283,editor33879
a4869,s4869,j15687,editor33880
a45624,s45624,j6448,editor33881
a24931,s24931,c219,chair621
a53090,s53090,j8844,editor33882
a49254,s49254,j19875,editor33883
a22459,s22459,c72,chair622
a75212,s75212,j11712,editor33884
a46656,s46656,j2532,editor33885
a54660,s54660,j19658,editor33886
a73682,s73682,j10455,editor33887
a82923,s82923,j15290,editor33888
a44636,s44636,j17252,editor33889
a66047,s66047,j3176,editor33890
a27143,s27143,j14376,editor33891
a24179,s24179,j6416,editor33892
a17034,s17034,j5585,editor33893
a38758,s38758,j4802,editor33894
a15717,s15717,j14995,editor33895
a3209,s3209,j14222,editor33896
a33207,s33207,j4737,editor33897
a11868,s11868,j9767,editor33898
a49227,s49227,j12269,editor33899
a25593,s25593,j597,editor33900
a52676,s52676,j732,editor33901
a67191,s67191,j10333,editor33902
a3425,s3425,j17402,editor33903
a20416,s20416,j12389,editor33904
a4530,s4530,j11610,editor33905
a38140,s38140,j3135,editor33906
a23326,s23326,j1799,editor33907
a51497,s51497,j3208,editor33908
a78072,s78072,j17639,editor33909
a68853,s68853,j16266,editor33910
a417,s417,j11026,editor33911
a65798,s65798,j10983,editor33912
a8345,s8345,j12416,editor33913
a69239,s69239,j10710,editor33914
a67953,s67953,j16259,editor33915
a37754,s37754,j2846,editor33916
a98928,s98928,j10076,editor33917
a3451,s3451,j160,editor33918
a92921,s92921,j12861,editor33919
a4364,s4364,j5298,editor33920
a52765,s52765,j15806,editor33921
a65219,s65219,j7523,editor33922
a11873,s11873,j9490,editor33923
a76549,s76549,j7221,editor33924
a17987,s17987,j3460,editor33925
a51237,s51237,j6314,editor33926
a8099,s8099,j6299,editor33927
a62738,s62738,j14401,editor33928
a52131,s52131,j5618,editor33929
a6366,s6366,j12681,editor33930
a46254,s46254,j11271,editor33931
a56620,s56620,j18001,editor33932
a94207,s94207,j7579,editor33933
a74650,s74650,j6690,editor33934
a72077,s72077,j8795,editor33935
a29422,s29422,j3570,editor33936
a46502,s46502,j16535,editor33937
a36635,s36635,j1467,editor33938
a25694,s25694,j627,editor33939
a1394,s1394,j4078,editor33940
a13389,s13389,j14093,editor33941
a13131,s13131,j18087,editor33942
a73522,s73522,j6092,editor33943
a101465,s101465,j5050,editor33944
a4713,s4713,j10777,editor33945
a78715,s78715,j6254,editor33946
a11508,s11508,j8985,editor33947
a1341,s1341,j12097,editor33948
a40964,s40964,j13367,editor33949
a25708,s25708,j11906,editor33950
a105325,s105325,j13675,editor33951
a48306,s48306,j6319,editor33952
a27126,s27126,j19238,editor33953
a53286,s53286,j6344,editor33954
a100808,s100808,j5234,editor33955
a83180,s83180,j1066,editor33956
a73073,s73073,j4747,editor33957
a37127,s37127,c140,chair623
a34559,s34559,j9470,editor33958
a63269,s63269,j9903,editor33959
a84406,s84406,j1108,editor33960
a42315,s42315,j11254,editor33961
a58693,s58693,j13523,editor33962
a30040,s30040,j19874,editor33963
a32321,s32321,j12540,editor33964
a26931,s26931,j7844,editor33965
a30390,s30390,j19911,editor33966
a102490,s102490,j3484,editor33967
a35741,s35741,j13076,editor33968
a71362,s71362,j7594,editor33969
a12307,s12307,j13510,editor33970
a61695,s61695,j1562,editor33971
a58680,s58680,j9288,editor33972
a22521,s22521,j13300,editor33973
a36756,s36756,j19721,editor33974
a78379,s78379,j8681,editor33975
a21130,s21130,j16337,editor33976
a104632,s104632,j4589,editor33977
a43182,s43182,j11757,editor33978
a87766,s87766,j714,editor33979
a63598,s63598,j17668,editor33980
a36728,s36728,j19710,editor33981
a87555,s87555,j18625,editor33982
a88725,s88725,j1658,editor33983
a83,s83,j19638,editor33984
a52759,s52759,j19886,editor33985
a91734,s91734,j5855,editor33986
a87996,s87996,j18188,editor33987
a433,s433,j2542,editor33988
a17481,s17481,j10539,editor33989
a98401,s98401,j8775,editor33990
a90975,s90975,j16854,editor33991
a66929,s66929,j10654,editor33992
a59243,s59243,j18546,editor33993
a66848,s66848,j1033,editor33994
a26975,s26975,j19200,editor33995
a3026,s3026,j12628,editor33996
a25630,s25630,j14813,editor33997
a44820,s44820,j14582,editor33998
a79967,s79967,j15787,editor33999
a36206,s36206,j12531,editor34000
a67540,s67540,j15795,editor34001
a26126,s26126,j19771,editor34002
a34881,s34881,j14695,editor34003
a86333,s86333,j1341,editor34004
a38496,s38496,j8862,editor34005
a58243,s58243,j12396,editor34006
a18208,s18208,j10896,editor34007
a58278,s58278,j6312,editor34008
a62673,s62673,j11371,editor34009
a77540,s77540,j2005,editor34010
a88856,s88856,j17915,editor34011
a51391,s51391,j3418,editor34012
a40746,s40746,j12107,editor34013
a44201,s44201,j3116,editor34014
a72278,s72278,j2241,editor34015
a13604,s13604,j18555,editor34016
a61418,s61418,j18454,editor34017
a15471,s15471,j2742,editor34018
a100972,s100972,c44,chair624
a92224,s92224,j5683,editor34019
a53541,s53541,j3115,editor34020
a89737,s89737,j15183,editor34021
a75861,s75861,j11028,editor34022
a17902,s17902,j15656,editor34023
a55825,s55825,j136,editor34024
a84813,s84813,j548,editor34025
a38901,s38901,j15767,editor34026
a104310,s104310,j16405,editor34027
a88233,s88233,j216,editor34028
a63210,s63210,j16052,editor34029
a330,s330,j15823,editor34030
a55218,s55218,j9168,editor34031
a33663,s33663,j8759,editor34032
a99594,s99594,j11661,editor34033
a23969,s23969,j2761,editor34034
a46210,s46210,j2112,editor34035
a86709,s86709,j14405,editor34036
a49580,s49580,j16747,editor34037
a77553,s77553,j5849,editor34038
a59656,s59656,j19131,editor34039
a57799,s57799,j555,editor34040
a67515,s67515,j11155,editor34041
a84844,s84844,j9133,editor34042
a25200,s25200,j10305,editor34043
a65654,s65654,j16243,editor34044
a20691,s20691,j468,editor34045
a93366,s93366,j5263,editor34046
a11076,s11076,j11750,editor34047
a104087,s104087,j17821,editor34048
a14948,s14948,j6610,editor34049
a6289,s6289,j5390,editor34050
a33134,s33134,j771,editor34051
a63482,s63482,j6420,editor34052
a32163,s32163,j1595,editor34053
a13312,s13312,j16888,editor34054
a40570,s40570,j6005,editor34055
a85046,s85046,j13014,editor34056
a2423,s2423,j19643,editor34057
a39301,s39301,j8890,editor34058
a521,s521,j15951,editor34059
a73789,s73789,j15480,editor34060
a14815,s14815,j19977,editor34061
a21218,s21218,j4560,editor34062
a55303,s55303,j18732,editor34063
a45257,s45257,j19657,editor34064
a25948,s25948,j1202,editor34065
a47146,s47146,j9856,editor34066
a55080,s55080,j4323,editor34067
a2562,s2562,j16984,editor34068
a65341,s65341,j7252,editor34069
a3186,s3186,j6899,editor34070
a22758,s22758,c204,chair625
a54735,s54735,j1366,editor34071
a37050,s37050,j7270,editor34072
a79068,s79068,j5898,editor34073
a85298,s85298,j15988,editor34074
a32420,s32420,j3183,editor34075
a73279,s73279,j12768,editor34076
a13640,s13640,j4287,editor34077
a85422,s85422,j16281,editor34078
a12733,s12733,j13154,editor34079
a73845,s73845,j17216,editor34080
a104787,s104787,j6404,editor34081
a30512,s30512,j16371,editor34082
a66145,s66145,j14666,editor34083
a104091,s104091,j868,editor34084
a56823,s56823,j4572,editor34085
a28383,s28383,j13805,editor34086
a100544,s100544,j8946,editor34087
a76249,s76249,j13107,editor34088
a37715,s37715,j3026,editor34089
a32880,s32880,j14115,editor34090
a47026,s47026,j9416,editor34091
a101351,s101351,j17102,editor34092
a94607,s94607,j16062,editor34093
a10968,s10968,j12096,editor34094
a21994,s21994,j4331,editor34095
a48453,s48453,c187,chair626
a86804,s86804,j17761,editor34096
a10893,s10893,j8808,editor34097
a25774,s25774,j3043,editor34098
a11354,s11354,j3049,editor34099
a76937,s76937,j4875,editor34100
a47806,s47806,j2827,editor34101
a90698,s90698,j18413,editor34102
a62741,s62741,j931,editor34103
a83501,s83501,j19019,editor34104
a94486,s94486,j11731,editor34105
a71769,s71769,j265,editor34106
a5491,s5491,j17907,editor34107
a78831,s78831,j9989,editor34108
a85868,s85868,j14176,editor34109
a69367,s69367,j14713,editor34110
a14663,s14663,j4238,editor34111
a94384,s94384,j10752,editor34112
a68425,s68425,j16850,editor34113
a35601,s35601,j13494,editor34114
a16467,s16467,j13531,editor34115
a17685,s17685,j15274,editor34116
a13701,s13701,j1983,editor34117
a102332,s102332,j18875,editor34118
a75239,s75239,j12654,editor34119
a83703,s83703,j14784,editor34120
a59298,s59298,j11483,editor34121
a87645,s87645,j18874,editor34122
a10156,s10156,j14689,editor34123
a39068,s39068,j5754,editor34124
a49235,s49235,j7312,editor34125
a60015,s60015,j849,editor34126
a6074,s6074,j9197,editor34127
a37438,s37438,j362,editor34128
a7906,s7906,j11414,editor34129
a59074,s59074,j11734,editor34130
a104565,s104565,j4340,editor34131
a32364,s32364,j1061,editor34132
a86191,s86191,j14671,editor34133
a55484,s55484,j17399,editor34134
a90439,s90439,j9325,editor34135
a58840,s58840,j17557,editor34136
a70501,s70501,j7700,editor34137
a28030,s28030,j245,editor34138
a44095,s44095,j3958,editor34139
a47330,s47330,j19949,editor34140
a93712,s93712,j10773,editor34141
a32861,s32861,j14760,editor34142
a81812,s81812,j10635,editor34143
a63259,s63259,j3453,editor34144
a49688,s49688,j16948,editor34145
a4095,s4095,j14292,editor34146
a75708,s75708,j6375,editor34147
a37435,s37435,j11381,editor34148
a15134,s15134,j13951,editor34149
a68141,s68141,j15915,editor34150
a78767,s78767,j1941,editor34151
a8274,s8274,j990,editor34152
a101635,s101635,j9047,editor34153
a104016,s104016,j14844,editor34154
a68171,s68171,j899,editor34155
a42047,s42047,j5191,editor34156
a21388,s21388,j10364,editor34157
a25012,s25012,j6363,editor34158
a97223,s97223,j5096,editor34159
a38922,s38922,j12809,editor34160
a104411,s104411,j2954,editor34161
a69658,s69658,j10693,editor34162
a1072,s1072,j19769,editor34163
a99064,s99064,j9708,editor34164
a11479,s11479,j15262,editor34165
a54008,s54008,j10228,editor34166
a446,s446,j2298,editor34167
a63732,s63732,j18818,editor34168
a83590,s83590,j13230,editor34169
a87623,s87623,j19020,editor34170
a78384,s78384,j14882,editor34171
a86341,s86341,j2721,editor34172
a60225,s60225,j14123,editor34173
a45011,s45011,j10620,editor34174
a104702,s104702,j12182,editor34175
a2249,s2249,j152,editor34176
a44384,s44384,j7265,editor34177
a26431,s26431,j4496,editor34178
a39845,s39845,j3641,editor34179
a1683,s1683,j13790,editor34180
a61312,s61312,j8779,editor34181
a1392,s1392,j12618,editor34182
a37592,s37592,j14883,editor34183
a91138,s91138,j14385,editor34184
a57227,s57227,j5562,editor34185
a102334,s102334,j9082,editor34186
a51706,s51706,j3156,editor34187
a51291,s51291,j17560,editor34188
a13902,s13902,j1866,editor34189
a69238,s69238,j1412,editor34190
a37758,s37758,j2316,editor34191
a47932,s47932,j2551,editor34192
a16174,s16174,j14544,editor34193
a9898,s9898,j11658,editor34194
a58366,s58366,j15993,editor34195
a74600,s74600,j15202,editor34196
a84701,s84701,j2092,editor34197
a42282,s42282,j12434,editor34198
a80029,s80029,j5728,editor34199
a8750,s8750,j1007,editor34200
a85113,s85113,j12967,editor34201
a103492,s103492,j2908,editor34202
a77429,s77429,j6987,editor34203
a37720,s37720,j17334,editor34204
a103570,s103570,j10510,editor34205
a1422,s1422,j3101,editor34206
a87256,s87256,j6268,editor34207
a14348,s14348,j2785,editor34208
a6543,s6543,j11376,editor34209
a21581,s21581,j13866,editor34210
a28769,s28769,j8713,editor34211
a68129,s68129,j18273,editor34212
a85305,s85305,j11583,editor34213
a12535,s12535,j6466,editor34214
a74141,s74141,j18314,editor34215
a73178,s73178,j8801,editor34216
a72857,s72857,j3134,editor34217
a22981,s22981,j4437,editor34218
a53091,s53091,j13728,editor34219
a81436,s81436,j9962,editor34220
a34532,s34532,j4748,editor34221
a57490,s57490,j13074,editor34222
a87847,s87847,j3967,editor34223
a74056,s74056,j14328,editor34224
a41960,s41960,j19257,editor34225
a56219,s56219,j15769,editor34226
a70667,s70667,j2198,editor34227
a98347,s98347,j8046,editor34228
a72655,s72655,j5531,editor34229
a54138,s54138,j882,editor34230
a24653,s24653,j1181,editor34231
a90457,s90457,j3760,editor34232
a34401,s34401,j13307,editor34233
a15944,s15944,j2022,editor34234
a76527,s76527,j16017,editor34235
a90002,s90002,j6237,editor34236
a9183,s9183,j10378,editor34237
a6386,s6386,j12003,editor34238
a77679,s77679,j15465,editor34239
a38372,s38372,j12077,editor34240
a67060,s67060,j10063,editor34241
a19102,s19102,c183,chair627
a67721,s67721,j19136,editor34242
a53530,s53530,j18530,editor34243
a74171,s74171,j5542,editor34244
a73886,s73886,j17372,editor34245
a48034,s48034,j17972,editor34246
a19457,s19457,j17978,editor34247
a87312,s87312,j17640,editor34248
a105152,s105152,j13978,editor34249
a74829,s74829,j16042,editor34250
a88129,s88129,j16309,editor34251
a13113,s13113,j14990,editor34252
a87481,s87481,j13495,editor34253
a96210,s96210,j15402,editor34254
a93696,s93696,j13000,editor34255
a5195,s5195,j6101,editor34256
a50527,s50527,j3715,editor34257
a93536,s93536,j17179,editor34258
a93253,s93253,j10599,editor34259
a86223,s86223,j2555,editor34260
a32127,s32127,j15199,editor34261
a51762,s51762,j19853,editor34262
a53491,s53491,j1702,editor34263
a102526,s102526,j424,editor34264
a91461,s91461,j5548,editor34265
a14364,s14364,c90,chair628
a12575,s12575,j11025,editor34266
a102345,s102345,j6972,editor34267
a67286,s67286,j19354,editor34268
a20871,s20871,j14236,editor34269
a94671,s94671,j2965,editor34270
a54128,s54128,j1507,editor34271
a26960,s26960,j19793,editor34272
a55310,s55310,j15617,editor34273
a42689,s42689,j16102,editor34274
a97674,s97674,j13352,editor34275
a67758,s67758,j13991,editor34276
a76271,s76271,j7575,editor34277
a97924,s97924,j9326,editor34278
a62105,s62105,j11683,editor34279
a97735,s97735,j7552,editor34280
a98913,s98913,j16919,editor34281
a51997,s51997,j16343,editor34282
a53437,s53437,j5559,editor34283
a62642,s62642,j2924,editor34284
a20544,s20544,j3243,editor34285
a74998,s74998,j9054,editor34286
a12418,s12418,j10086,editor34287
a21363,s21363,j14468,editor34288
a63322,s63322,j1757,editor34289
a53933,s53933,j12660,editor34290
a73372,s73372,j10441,editor34291
a100503,s100503,j9405,editor34292
a81714,s81714,j652,editor34293
a70242,s70242,j12067,editor34294
a18112,s18112,j14655,editor34295
a86791,s86791,j2791,editor34296
a18591,s18591,j13949,editor34297
a38208,s38208,j18325,editor34298
a72818,s72818,j12957,editor34299
a5142,s5142,j3886,editor34300
a88037,s88037,j5784,editor34301
a35956,s35956,j7755,editor34302
a76209,s76209,j16074,editor34303
a40624,s40624,j15905,editor34304
a67994,s67994,j14022,editor34305
a60536,s60536,j12581,editor34306
a60090,s60090,j19341,editor34307
a79987,s79987,j10060,editor34308
a84820,s84820,j19032,editor34309
a52502,s52502,j7799,editor34310
a23616,s23616,j544,editor34311
a93509,s93509,j11751,editor34312
a58162,s58162,j7911,editor34313
a35111,s35111,j2339,editor34314
a10430,s10430,j1806,editor34315
a54267,s54267,j12537,editor34316
a26971,s26971,j9641,editor34317
a26848,s26848,j4137,editor34318
a49473,s49473,j2438,editor34319
a25729,s25729,j12406,editor34320
a92361,s92361,j10107,editor34321
a3227,s3227,j14119,editor34322
a69761,s69761,j14507,editor34323
a97610,s97610,j18468,editor34324
a32397,s32397,j14558,editor34325
a80330,s80330,j2685,editor34326
a65720,s65720,j11353,editor34327
a11477,s11477,j9790,editor34328
a80607,s80607,j13795,editor34329
a50384,s50384,j3939,editor34330
a47474,s47474,j3755,editor34331
a105177,s105177,j11851,editor34332
a73327,s73327,j19052,editor34333
a19742,s19742,j4025,editor34334
a50831,s50831,j10649,editor34335
a25076,s25076,c212,chair629
a11453,s11453,j7747,editor34336
a9691,s9691,j5256,editor34337
a28665,s28665,j16575,editor34338
a70084,s70084,j7324,editor34339
a37774,s37774,j4689,editor34340
a83543,s83543,j10497,editor34341
a39896,s39896,j474,editor34342
a104961,s104961,j18910,editor34343
a97978,s97978,j7255,editor34344
a67964,s67964,j14054,editor34345
a50706,s50706,j16450,editor34346
a101506,s101506,j10400,editor34347
a32988,s32988,j5753,editor34348
a6051,s6051,j2306,editor34349
a2903,s2903,j16781,editor34350
a74512,s74512,j8926,editor34351
a54155,s54155,j591,editor34352
a96890,s96890,j11308,editor34353
a42454,s42454,j836,editor34354
a3874,s3874,j11976,editor34355
a38702,s38702,j2117,editor34356
a53735,s53735,j3847,editor34357
a11374,s11374,j3507,editor34358
a96579,s96579,j4299,editor34359
a37000,s37000,j12435,editor34360
a10174,s10174,j12684,editor34361
a92648,s92648,j4944,editor34362
a400,s400,j16585,editor34363
a63757,s63757,j6212,editor34364
a56599,s56599,j6522,editor34365
a20664,s20664,j1381,editor34366
a17834,s17834,j11328,editor34367
a89271,s89271,j12847,editor34368
a55194,s55194,j367,editor34369
a29017,s29017,j6283,editor34370
a16071,s16071,j15687,editor34371
a10089,s10089,j6448,editor34372
a88753,s88753,c219,chair630
a40930,s40930,j8844,editor34373
a98520,s98520,j19875,editor34374
a77162,s77162,c72,chair631
a104275,s104275,j11712,editor34375
a59374,s59374,j2532,editor34376
a1970,s1970,j19658,editor34377
a61280,s61280,j10455,editor34378
a25904,s25904,j15290,editor34379
a57887,s57887,j17252,editor34380
a25886,s25886,j3176,editor34381
a16221,s16221,j14376,editor34382
a99763,s99763,j6416,editor34383
a39792,s39792,j5585,editor34384
a28435,s28435,j4802,editor34385
a102479,s102479,j14995,editor34386
a36997,s36997,j14222,editor34387
a4495,s4495,j4737,editor34388
a26994,s26994,j9767,editor34389
a68990,s68990,j12269,editor34390
a2827,s2827,j597,editor34391
a69405,s69405,j732,editor34392
a66999,s66999,j10333,editor34393
a14991,s14991,j17402,editor34394
