journalID,journalRef,journal,year,volumeName,journalVID
j1668,2-s2.0-85174336431,Applied Catalysis B: Environmental,2024,journal1668,jv1668
j1669,2-s2.0-85176410292,Plant Foods for Human Nutrition,2024,journal1669,jv1669
j1670,2-s2.0-85175336460,Pattern Recognition,2024,journal1670,jv1670
j1671,2-s2.0-85174919716,Archives of Computational Methods in Engineering,2024,journal1671,jv1671
j1672,2-s2.0-85173930946,International Journal of Computer Vision,2024,journal1672,jv1672
j1673,2-s2.0-85173724643,Food Science and Human Wellness,2024,journal1673,jv1673
j1674,2-s2.0-85173784533,Food Science and Human Wellness,2024,journal1674,jv1674
j1675,2-s2.0-85173446132,Food Science and Human Wellness,2024,journal1675,jv1675
j1676,2-s2.0-85175542702,Food Control,2024,journal1676,jv1676
j1677,2-s2.0-85173740675,Food Science and Human Wellness,2024,journal1677,jv1677
j1678,2-s2.0-85173082225,Nano Research,2024,journal1678,jv1678
j1679,2-s2.0-85172359018,Journal of Applied Electrochemistry,2024,journal1679,jv1679
j1680,2-s2.0-85173782990,Food Science and Human Wellness,2024,journal1680,jv1680
j1681,2-s2.0-85176592819,Rare Metals,2024,journal1681,jv1681
j1682,2-s2.0-85173574916,Nano Research,2024,journal1682,jv1682
j1683,2-s2.0-85174957860,Nano Research,2024,journal1683,jv1683
j1684,2-s2.0-85173734869,Food Science and Human Wellness,2024,journal1684,jv1684
j1685,2-s2.0-85173891144,Food Science and Human Wellness,2024,journal1685,jv1685
j1686,2-s2.0-85174161995,Applied Catalysis B: Environmental,2024,journal1686,jv1686
j1687,2-s2.0-85173790988,Food Science and Human Wellness,2024,journal1687,jv1687
j1688,2-s2.0-85175613780,Nano Research,2024,journal1688,jv1688
j1689,2-s2.0-85173992281,Food Science and Human Wellness,2024,journal1689,jv1689
j1690,2-s2.0-85173776857,Food Science and Human Wellness,2024,journal1690,jv1690
j1691,2-s2.0-85176224287,Information Fusion,2024,journal1691,jv1691
j1692,2-s2.0-85174461876,Food Science and Human Wellness,2024,journal1692,jv1692
j1693,2-s2.0-85173772775,Food Science and Human Wellness,2024,journal1693,jv1693
j1694,2-s2.0-85172696643,Expert Systems with Applications,2024,journal1694,jv1694
j1695,2-s2.0-85174068337,Food Science and Human Wellness,2024,journal1695,jv1695
j1696,2-s2.0-85176290086,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,2024,journal1696,jv1696
j1697,2-s2.0-85174161082,Applied Catalysis B: Environmental,2024,journal1697,jv1697
j1698,2-s2.0-85173443681,Food Science and Human Wellness,2024,journal1698,jv1698
j1699,2-s2.0-85173542725,Food Science and Human Wellness,2024,journal1699,jv1699
j1700,2-s2.0-85167806278,Nano Research,2024,journal1700,jv1700
j1701,2-s2.0-85167877595,Nano Research,2024,journal1701,jv1701
j1702,2-s2.0-85166244933,Nano Research,2024,journal1702,jv1702
j1703,2-s2.0-85166339511,Nano Research,2024,journal1703,jv1703
j1704,2-s2.0-85166977309,Nano Research,2024,journal1704,jv1704
j1705,2-s2.0-85168599859,Nano Research,2024,journal1705,jv1705
j1706,2-s2.0-85169164539,Nano Research,2024,journal1706,jv1706
j1707,2-s2.0-85165932035,Nano Research,2024,journal1707,jv1707
j1708,2-s2.0-85171581290,Archives of Computational Methods in Engineering,2024,journal1708,jv1708
j1709,2-s2.0-85166961754,Nano Research,2024,journal1709,jv1709
j1710,2-s2.0-85168334254,Nano Research,2024,journal1710,jv1710
j1711,2-s2.0-85167911584,Nano Research,2024,journal1711,jv1711
j1712,2-s2.0-85167831988,Nano Research,2024,journal1712,jv1712
j1713,2-s2.0-85166930289,Nano Research,2024,journal1713,jv1713
j1714,2-s2.0-85166909118,Nano Research,2024,journal1714,jv1714
j1715,2-s2.0-85166255713,Nano Research,2024,journal1715,jv1715
j1716,2-s2.0-85171679885,Applied Spatial Analysis and Policy,2024,journal1716,jv1716
j1717,2-s2.0-85170429295,Nano Research,2024,journal1717,jv1717
j1718,2-s2.0-85166539884,Nano Research,2024,journal1718,jv1718
j1719,2-s2.0-85171174160,Emerging Contaminants,2024,journal1719,jv1719
j1720,2-s2.0-85168932368,Nano Research,2024,journal1720,jv1720
j1721,2-s2.0-85170076508,Nano Research,2024,journal1721,jv1721
j1722,2-s2.0-85167887817,VLDB Journal,2024,journal1722,jv1722
j1723,2-s2.0-85168858824,Nano Research,2024,journal1723,jv1723
j1724,2-s2.0-85168598463,Friction,2024,journal1724,jv1724
j1725,2-s2.0-85172086138,Nano Research,2024,journal1725,jv1725
j1726,2-s2.0-85169501561,Journal of Materials Science and Technology,2024,journal1726,jv1726
j1727,2-s2.0-85165927216,Nano Research,2024,journal1727,jv1727
j1728,2-s2.0-85170245936,Urban Affairs Review,2024,journal1728,jv1728
j1729,2-s2.0-85172068703,Journal of Supercomputing,2024,journal1729,jv1729
j1730,2-s2.0-85166188764,Nano Research,2024,journal1730,jv1730
j1731,2-s2.0-85170041176,European Radiology,2024,journal1731,jv1731
j1732,2-s2.0-85167346306,Nano Research,2024,journal1732,jv1732
j1733,2-s2.0-85170063065,Nano Research,2024,journal1733,jv1733
j1734,2-s2.0-85167914236,Nano Research,2024,journal1734,jv1734
j1735,2-s2.0-85171150508,Nano Research,2024,journal1735,jv1735
j1736,2-s2.0-85166221104,Nano Research,2024,journal1736,jv1736
j1737,2-s2.0-85168326392,Nano Research,2024,journal1737,jv1737
j1738,2-s2.0-85171857089,Psychology in the Schools,2024,journal1738,jv1738
j1739,2-s2.0-85166983557,Nano Research,2024,journal1739,jv1739
j1740,2-s2.0-85166361788,Nano Research,2024,journal1740,jv1740
j1741,2-s2.0-85171973401,Measurement and Control (United Kingdom),2024,journal1741,jv1741
j1742,2-s2.0-85168999666,VLDB Journal,2024,journal1742,jv1742
j1743,2-s2.0-85166360455,Nano Research,2024,journal1743,jv1743
j1744,2-s2.0-85167913813,Nano Research,2024,journal1744,jv1744
j1745,2-s2.0-85168584644,Nano Research,2024,journal1745,jv1745
j1746,2-s2.0-85168267923,Nano Research,2024,journal1746,jv1746
j1747,2-s2.0-85172235331,Food Science and Human Wellness,2024,journal1747,jv1747
j1748,2-s2.0-85167877577,Nano Research,2024,journal1748,jv1748
j1749,2-s2.0-85172018545,Expert Systems with Applications,2024,journal1749,jv1749
j1750,2-s2.0-85166921048,Nano Research,2024,journal1750,jv1750
j1751,2-s2.0-85171448416,Journal of the American Ceramic Society,2024,journal1751,jv1751
j1752,2-s2.0-85169159383,Nano Research,2024,journal1752,jv1752
j1753,2-s2.0-85167342099,Nano Research,2024,journal1753,jv1753
j1754,2-s2.0-85169072905,Journal of the American Ceramic Society,2024,journal1754,jv1754
j1755,2-s2.0-85168619627,Nano Research,2024,journal1755,jv1755
j1756,2-s2.0-85171628788,Journal of Computational and Applied Mathematics,2024,journal1756,jv1756
j1757,2-s2.0-85167923385,Nano Research,2024,journal1757,jv1757
j1758,2-s2.0-85169026963,Nano Research,2024,journal1758,jv1758
j1759,2-s2.0-85168393494,Nano Research,2024,journal1759,jv1759
j1760,2-s2.0-85166306076,Nano Research,2024,journal1760,jv1760
j1761,2-s2.0-85166189351,Nano Research,2024,journal1761,jv1761
j1762,2-s2.0-85168593026,Friction,2024,journal1762,jv1762
j1763,2-s2.0-85168602504,Nano Research,2024,journal1763,jv1763
j1764,2-s2.0-85166174829,Nano Research,2024,journal1764,jv1764
j1765,2-s2.0-85166948112,Nano Research,2024,journal1765,jv1765
j1766,2-s2.0-85167351648,Nano Research,2024,journal1766,jv1766
j1767,2-s2.0-85166928224,Nano Research,2024,journal1767,jv1767
j1768,2-s2.0-85168353591,Nano Research,2024,journal1768,jv1768
j1769,2-s2.0-85167912516,Nano Research,2024,journal1769,jv1769
j1770,2-s2.0-85168860803,Nano Research,2024,journal1770,jv1770
j1771,2-s2.0-85166203081,Nano Research,2024,journal1771,jv1771
j1772,2-s2.0-85170360330,International Journal of Precision Engineering and Manufacturing - Green Technology,2024,journal1772,jv1772
j1773,2-s2.0-85167779710,Nano Research,2024,journal1773,jv1773
j1774,2-s2.0-85171892152,Expert Systems with Applications,2024,journal1774,jv1774
j1775,2-s2.0-85172081018,Nano Research,2024,journal1775,jv1775
j1776,2-s2.0-85171785698,Expert Systems with Applications,2024,journal1776,jv1776
j1777,2-s2.0-85168628597,Nano Research,2024,journal1777,jv1777
j1778,2-s2.0-85168592166,Nano Research,2024,journal1778,jv1778
j1779,2-s2.0-85165915841,Nano Research,2024,journal1779,jv1779
j1780,2-s2.0-85166195124,Nano Research,2024,journal1780,jv1780
j1781,2-s2.0-85171341175,Innovation and Green Development,2024,journal1781,jv1781
j1782,2-s2.0-85167820828,Nano Research,2024,journal1782,jv1782
j1783,2-s2.0-85166294843,Nano Research,2024,journal1783,jv1783
j1784,2-s2.0-85171330181,Nano Research,2024,journal1784,jv1784
j1785,2-s2.0-85169839561,Empirical Economics,2024,journal1785,jv1785
j1786,2-s2.0-85167516118,Nano Research,2024,journal1786,jv1786
j1787,2-s2.0-85166215958,Nano Research,2024,journal1787,jv1787
j1788,2-s2.0-85167822062,Nano Research,2024,journal1788,jv1788
j1789,2-s2.0-85167929743,Nano Research,2024,journal1789,jv1789
j1790,2-s2.0-85167819218,IEEE Transactions on Knowledge and Data Engineering,2024,journal1790,jv1790
j1791,2-s2.0-85171439920,Journal of Computational and Applied Mathematics,2024,journal1791,jv1791
j1792,2-s2.0-85167834173,Nano Research,2024,journal1792,jv1792
j1793,2-s2.0-85165927527,Nano Research,2024,journal1793,jv1793
j1794,2-s2.0-85167778885,Nano Research,2024,journal1794,jv1794
j1795,2-s2.0-85171466179,Computer-Aided Civil and Infrastructure Engineering,2024,journal1795,jv1795
j1796,2-s2.0-85165929023,Nano Research,2024,journal1796,jv1796
j1797,2-s2.0-85167342424,Nano Research,2024,journal1797,jv1797
j1798,2-s2.0-85168593711,Journal of Computer Virology and Hacking Techniques,2024,journal1798,jv1798
j1799,2-s2.0-85170252836,Nano Research,2024,journal1799,jv1799
j1800,2-s2.0-85181938207,International Journal of Hydrogen Energy,2024,journal1800,jv1800
j1801,2-s2.0-85139848891,IEEE Transactions on Cybernetics,2024,journal1801,jv1801
j1802,2-s2.0-85165192877,Psychological Research,2024,journal1802,jv1802
j1803,2-s2.0-85163925433,Friction,2024,journal1803,jv1803
j1804,2-s2.0-85184726841,FASEB Journal,2024,journal1804,jv1804
j1805,2-s2.0-85176132147,IET Image Processing,2024,journal1805,jv1805
j1806,2-s2.0-85184798059,Cell Reports,2024,journal1806,jv1806
j1807,2-s2.0-85181820626,Science of the Total Environment,2024,journal1807,jv1807
j1808,2-s2.0-85151466678,Journal of Environmental Sciences (China),2024,journal1808,jv1808
j1809,2-s2.0-85182020076,Journal of Power Sources,2024,journal1809,jv1809
j1810,2-s2.0-85185190333,Heliyon,2024,journal1810,jv1810
j1811,2-s2.0-85184829841,Environmental Science and Technology,2024,journal1811,jv1811
j1812,2-s2.0-85183878482,Cell Reports,2024,journal1812,jv1812
j1813,2-s2.0-85185903795,Optics Express,2024,journal1813,jv1813
j1814,2-s2.0-85148866428,Pediatric Cardiology,2024,journal1814,jv1814
j1815,2-s2.0-85181887736,International Journal of Hydrogen Energy,2024,journal1815,jv1815
j1816,2-s2.0-85165904005,Nano Research,2024,journal1816,jv1816
j1817,2-s2.0-85164972347,Nano Research,2024,journal1817,jv1817
j1818,2-s2.0-85185775657,Heliyon,2024,journal1818,jv1818
j1819,2-s2.0-85159795868,IEEE Transactions on Industrial Electronics,2024,journal1819,jv1819
j1820,2-s2.0-85181175701,Journal of Power Sources,2024,journal1820,jv1820
j1821,2-s2.0-85185813735,Heliyon,2024,journal1821,jv1821
j1822,2-s2.0-85165868906,Nano Research,2024,journal1822,jv1822
j1823,2-s2.0-85183954321,Dianli Xitong Zidonghua/Automation of Electric Power Systems,2024,journal1823,jv1823
j1824,2-s2.0-85164173619,Entrepreneurship: Theory and Practice,2024,journal1824,jv1824
j1825,2-s2.0-85153388634,IEEE Transactions on Industrial Electronics,2024,journal1825,jv1825
j1826,2-s2.0-85162862646,Nano Research,2024,journal1826,jv1826
j1827,2-s2.0-85160825605,Friction,2024,journal1827,jv1827
j1828,2-s2.0-85140045727,Review of Accounting Studies,2024,journal1828,jv1828
j1829,2-s2.0-85185626003,Proceedings of the National Academy of Sciences of the United States of America,2024,journal1829,jv1829
j1830,2-s2.0-85144768753,IEEE Transactions on Cybernetics,2024,journal1830,jv1830
j1831,2-s2.0-85182727503,Measurement: Journal of the International Measurement Confederation,2024,journal1831,jv1831
j1832,2-s2.0-85139458039,IEEE Transactions on Cybernetics,2024,journal1832,jv1832
j1833,2-s2.0-85178285811,Advanced Functional Materials,2024,journal1833,jv1833
j1834,2-s2.0-85164907639,Nano Research,2024,journal1834,jv1834
j1835,2-s2.0-85182699337,Angewandte Chemie - International Edition,2024,journal1835,jv1835
j1836,2-s2.0-85165872331,Nano Research,2024,journal1836,jv1836
j1837,2-s2.0-85184012055,Surface and Coatings Technology,2024,journal1837,jv1837
j1838,2-s2.0-85147948262,Journal of Public Health (Germany),2024,journal1838,jv1838
j1839,2-s2.0-85163751492,Nano Research,2024,journal1839,jv1839
j1840,2-s2.0-85165907695,Nano Research,2024,journal1840,jv1840
j1841,2-s2.0-85165498576,Nano Research,2024,journal1841,jv1841
j1842,2-s2.0-85185603796,Heliyon,2024,journal1842,jv1842
j1843,2-s2.0-85165697434,Nano Research,2024,journal1843,jv1843
j1844,2-s2.0-85149770469,Green Energy and Environment,2024,journal1844,jv1844
j1845,2-s2.0-85161388399,New Forests,2024,journal1845,jv1845
j1846,2-s2.0-85159843791,IEEE Transactions on Industrial Electronics,2024,journal1846,jv1846
j1847,2-s2.0-85184607147,Journal of the American College of Cardiology,2024,journal1847,jv1847
j1848,2-s2.0-85105070860,IEEE Transactions on Computers,2024,journal1848,jv1848
j1849,2-s2.0-85153343473,IEEE Transactions on Industrial Electronics,2024,journal1849,jv1849
j1850,2-s2.0-85149902786,Journal of Environmental Sciences (China),2024,journal1850,jv1850
j1851,2-s2.0-85151754353,Journal of Environmental Sciences (China),2024,journal1851,jv1851
j1852,2-s2.0-85151424329,Green Chemical Engineering,2024,journal1852,jv1852
j1853,2-s2.0-85163945155,Friction,2024,journal1853,jv1853
j1854,2-s2.0-85183096450,Measurement: Journal of the International Measurement Confederation,2024,journal1854,jv1854
j1855,2-s2.0-85182886187,Energy Storage Materials,2024,journal1855,jv1855
j1856,2-s2.0-85184990346,Knowledge-Based Systems,2024,journal1856,jv1856
j1857,2-s2.0-85147112948,Journal of Public Health (Germany),2024,journal1857,jv1857
j1858,2-s2.0-85165901961,Nano Research,2024,journal1858,jv1858
j1859,2-s2.0-85159549120,Particuology,2024,journal1859,jv1859
j1860,2-s2.0-85151410838,Journal of Environmental Sciences (China),2024,journal1860,jv1860
j1861,2-s2.0-85185795990,Heliyon,2024,journal1861,jv1861
j1862,2-s2.0-85163973279,Friction,2024,journal1862,jv1862
j1863,2-s2.0-85182024472,Measurement: Journal of the International Measurement Confederation,2024,journal1863,jv1863
j1864,2-s2.0-85181977728,International Journal of Hydrogen Energy,2024,journal1864,jv1864
j1865,2-s2.0-85185842830,Proceedings of the National Academy of Sciences of the United States of America,2024,journal1865,jv1865
j1866,2-s2.0-85186076558,Heliyon,2024,journal1866,jv1866
j1867,2-s2.0-85164154468,Nano Research,2024,journal1867,jv1867
j1868,2-s2.0-85147274351,IEEE Transactions on Pattern Analysis and Machine Intelligence,2024,journal1868,jv1868
j1869,2-s2.0-85186124797,Applied Physics Letters,2024,journal1869,jv1869
j1870,2-s2.0-85184997169,Journal of Manufacturing Processes,2024,journal1870,jv1870
j1871,2-s2.0-85185542139,Geophysical Research Letters,2024,journal1871,jv1871
j1872,2-s2.0-85181243085,Science Bulletin,2024,journal1872,jv1872
j1873,2-s2.0-85185556663,Structural Engineering and Mechanics,2024,journal1873,jv1873
j1874,2-s2.0-85165282127,"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",2024,journal1874,jv1874
j1875,2-s2.0-85164796876,Nano Research,2024,journal1875,jv1875
j1876,2-s2.0-85164923705,Nano Research,2024,journal1876,jv1876
j1877,2-s2.0-85149365729,IEEE Transactions on Mobile Computing,2024,journal1877,jv1877
j1878,2-s2.0-85181230691,Science Bulletin,2024,journal1878,jv1878
j1879,2-s2.0-85160752944,Distributed and Parallel Databases,2024,journal1879,jv1879
j1880,2-s2.0-85148064332,"Environment, Development and Sustainability",2024,journal1880,jv1880
j1881,2-s2.0-85182875498,International Journal of Hydrogen Energy,2024,journal1881,jv1881
j1882,2-s2.0-85178170661,Land Degradation and Development,2024,journal1882,jv1882
j1883,2-s2.0-85165229674,Particuology,2024,journal1883,jv1883
j1884,2-s2.0-85121764142,IEEE Transactions on Pattern Analysis and Machine Intelligence,2024,journal1884,jv1884
j1885,2-s2.0-85184013068,Dianli Xitong Zidonghua/Automation of Electric Power Systems,2024,journal1885,jv1885
j1886,2-s2.0-85165434247,Nano Research,2024,journal1886,jv1886
j1887,2-s2.0-85132555376,International Transactions in Operational Research,2024,journal1887,jv1887
j1888,2-s2.0-85182845079,Angewandte Chemie - International Edition,2024,journal1888,jv1888
j1889,2-s2.0-85178121845,Advanced Functional Materials,2024,journal1889,jv1889
j1890,2-s2.0-85184143445,Journal of Environmental Management,2024,journal1890,jv1890
j1891,2-s2.0-85141638135,IEEE Transactions on Cybernetics,2024,journal1891,jv1891
j1892,2-s2.0-85150381386,Journal of Environmental Sciences (China),2024,journal1892,jv1892
j1893,2-s2.0-85138823289,Green Energy and Environment,2024,journal1893,jv1893
j1894,2-s2.0-85184989323,Measurement: Journal of the International Measurement Confederation,2024,journal1894,jv1894
j1895,2-s2.0-85184656423,Journal of Environmental Management,2024,journal1895,jv1895
j1896,2-s2.0-85182655515,Developmental Cell,2024,journal1896,jv1896
j1897,2-s2.0-85183838894,Surface and Coatings Technology,2024,journal1897,jv1897
j1898,2-s2.0-85151409668,Journal of Environmental Sciences (China),2024,journal1898,jv1898
j1899,2-s2.0-85159658001,IEEE Transactions on Industrial Electronics,2024,journal1899,jv1899
j1900,2-s2.0-85181963922,Chemistry - A European Journal,2024,journal1900,jv1900
j1901,2-s2.0-85185243518,Proceedings of the National Academy of Sciences of the United States of America,2024,journal1901,jv1901
j1902,2-s2.0-85185318688,ACS Applied Polymer Materials,2024,journal1902,jv1902
j1903,2-s2.0-85184423548,National Medical Journal of China,2024,journal1903,jv1903
j1904,2-s2.0-85185709230,Journal of Physical Chemistry A,2024,journal1904,jv1904
j1905,2-s2.0-85177780079,Robotica,2024,journal1905,jv1905
j1906,2-s2.0-85173455600,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,2024,journal1906,jv1906
j1907,2-s2.0-85185840573,Physical Review Letters,2024,journal1907,jv1907
j1908,2-s2.0-85185905337,International Journal of Intelligent Systems and Applications in Engineering,2024,journal1908,jv1908
j1909,2-s2.0-85179622805,Science of the Total Environment,2024,journal1909,jv1909
j1910,2-s2.0-85186121123,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,2024,journal1910,jv1910
j1911,2-s2.0-85186126650,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,2024,journal1911,jv1911
j1912,2-s2.0-85185882133,Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control,2024,journal1912,jv1912
j1913,2-s2.0-85184668221,Physics in Medicine and Biology,2024,journal1913,jv1913
j1914,2-s2.0-85181727121,Science of the Total Environment,2024,journal1914,jv1914
j1915,2-s2.0-85181192828,Industrial Robot,2024,journal1915,jv1915
j1916,2-s2.0-85179126787,Science of the Total Environment,2024,journal1916,jv1916
j1917,2-s2.0-85181718494,International Journal of Hydrogen Energy,2024,journal1917,jv1917
j1918,2-s2.0-85184138369,Construction and Building Materials,2024,journal1918,jv1918
j1919,2-s2.0-85180412682,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2024,journal1919,jv1919
j1920,2-s2.0-85181439691,Advanced Materials Technologies,2024,journal1920,jv1920
j1921,2-s2.0-85181587384,Science of the Total Environment,2024,journal1921,jv1921
j1922,2-s2.0-85181173611,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2024,journal1922,jv1922
j1923,2-s2.0-85185622340,Science translational medicine,2024,journal1923,jv1923
j1924,2-s2.0-85179009937,Science of the Total Environment,2024,journal1924,jv1924
j1925,2-s2.0-85186116046,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,2024,journal1925,jv1925
j1926,2-s2.0-85185766966,Bio-protocol,2024,journal1926,jv1926
j1927,2-s2.0-85185241952,Science,2024,journal1927,jv1927
j1928,2-s2.0-85180416832,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2024,journal1928,jv1928
j1929,2-s2.0-85179346652,Advanced Materials,2024,journal1929,jv1929
j1930,2-s2.0-85179005008,Science of the Total Environment,2024,journal1930,jv1930
j1931,2-s2.0-85176391638,Advanced Functional Materials,2024,journal1931,jv1931
j1932,2-s2.0-85152276213,IET Renewable Power Generation,2024,journal1932,jv1932
j1933,2-s2.0-85185856241,Science advances,2024,journal1933,jv1933
j1934,2-s2.0-85185879221,Intelligent Decision Technologies,2024,journal1934,jv1934
j1935,2-s2.0-85184140134,Science Advances,2024,journal1935,jv1935
j1936,2-s2.0-85179012674,Science of the Total Environment,2024,journal1936,jv1936
j1937,2-s2.0-85184758343,ACS Sensors,2024,journal1937,jv1937
j1938,2-s2.0-85185719559,Nano Letters,2024,journal1938,jv1938
j1939,2-s2.0-85185823986,Proceedings of Science,2024,journal1939,jv1939
j1940,2-s2.0-85179998225,Advanced Science,2024,journal1940,jv1940
j1941,2-s2.0-85185888201,Physical Review Letters,2024,journal1941,jv1941
j1942,2-s2.0-85180218019,Advanced Materials Technologies,2024,journal1942,jv1942
j1943,2-s2.0-85184135871,Construction and Building Materials,2024,journal1943,jv1943
j1944,2-s2.0-85176254541,Advanced Science,2024,journal1944,jv1944
j1945,2-s2.0-85185890901,Physical Review Letters,2024,journal1945,jv1945
j1946,2-s2.0-85185708626,eLife,2024,journal1946,jv1946
j1947,2-s2.0-85181169299,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2024,journal1947,jv1947
j1948,2-s2.0-85185717618,Journal of the American Chemical Society,2024,journal1948,jv1948
j1949,2-s2.0-85179896537,Science of the Total Environment,2024,journal1949,jv1949
j1950,2-s2.0-85169099429,IET Renewable Power Generation,2024,journal1950,jv1950
j1951,2-s2.0-85174207014,Small,2024,journal1951,jv1951
j1952,2-s2.0-85184897331,Industrial Robot,2024,journal1952,jv1952
j1953,2-s2.0-85183175111,Advanced Energy Materials,2024,journal1953,jv1953
j1954,2-s2.0-85178366680,Science of the Total Environment,2024,journal1954,jv1954
j1955,2-s2.0-85185678454,Nature,2024,journal1955,jv1955
j1956,2-s2.0-85185830555,Joule,2024,journal1956,jv1956
j1957,2-s2.0-85182355426,Neuron,2024,journal1957,jv1957
j1958,2-s2.0-85184018809,Construction and Building Materials,2024,journal1958,jv1958
j1959,2-s2.0-85144188373,World Journal of Engineering,2024,journal1959,jv1959
j1960,2-s2.0-85185210060,Proceedings of the National Academy of Sciences of the United States of America,2024,journal1960,jv1960
j1961,2-s2.0-85162121239,IET Renewable Power Generation,2024,journal1961,jv1961
j1962,2-s2.0-85172984184,IET Renewable Power Generation,2024,journal1962,jv1962
j1963,2-s2.0-85185706037,Journal of the American Chemical Society,2024,journal1963,jv1963
j1964,2-s2.0-85177565283,International Journal for Numerical and Analytical Methods in Geomechanics,2024,journal1964,jv1964
j1965,2-s2.0-85182479821,Advanced Energy Materials,2024,journal1965,jv1965
j1966,2-s2.0-85184452616,IET Power Electronics,2024,journal1966,jv1966
j1967,2-s2.0-85185309404,Cell Reports Physical Science,2024,journal1967,jv1967
j1968,2-s2.0-85185197315,Joule,2024,journal1968,jv1968
j1969,2-s2.0-85185325110,Cell Reports Physical Science,2024,journal1969,jv1969
j1970,2-s2.0-85184149609,Construction and Building Materials,2024,journal1970,jv1970
j1971,2-s2.0-85181808035,Science of the Total Environment,2024,journal1971,jv1971
j1972,2-s2.0-85185887693,Proceedings of the ACM on Measurement and Analysis of Computing Systems,2024,journal1972,jv1972
j1973,2-s2.0-85183946187,Construction and Building Materials,2024,journal1973,jv1973
j1974,2-s2.0-85179003671,Science of the Total Environment,2024,journal1974,jv1974
j1975,2-s2.0-85185862453,Medicine (United States),2024,journal1975,jv1975
j1976,2-s2.0-85178615769,Science of the Total Environment,2024,journal1976,jv1976
j1977,2-s2.0-85173803819,Small,2024,journal1977,jv1977
j1978,2-s2.0-85181585746,Science of the Total Environment,2024,journal1978,jv1978
j1979,2-s2.0-85179707286,Advanced Science,2024,journal1979,jv1979
j1980,2-s2.0-85179009613,Science of the Total Environment,2024,journal1980,jv1980
j1981,2-s2.0-85184522845,Construction and Building Materials,2024,journal1981,jv1981
j1982,2-s2.0-85185885095,Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control,2024,journal1982,jv1982
j1983,2-s2.0-85180543859,Science of the Total Environment,2024,journal1983,jv1983
j1984,2-s2.0-85185798238,Progress in Biochemistry and Biophysics,2024,journal1984,jv1984
j1985,2-s2.0-85184657767,Construction and Building Materials,2024,journal1985,jv1985
j1986,2-s2.0-85182411719,Angewandte Chemie - International Edition,2024,journal1986,jv1986
j1987,2-s2.0-85178220042,Advanced Science,2024,journal1987,jv1987
j1988,2-s2.0-85178158536,Science of the Total Environment,2024,journal1988,jv1988
j1989,2-s2.0-85184344690,Science,2024,journal1989,jv1989
j1990,2-s2.0-85179006354,Science of the Total Environment,2024,journal1990,jv1990
j1991,2-s2.0-85159500246,IET Renewable Power Generation,2024,journal1991,jv1991
j1992,2-s2.0-85182737368,Engineering Fracture Mechanics,2024,journal1992,jv1992
j1993,2-s2.0-85183806161,Science Advances,2024,journal1993,jv1993
j1994,2-s2.0-85178481305,Advanced Materials,2024,journal1994,jv1994
j1995,2-s2.0-85182456387,Angewandte Chemie - International Edition,2024,journal1995,jv1995
j1996,2-s2.0-85180548120,International Journal of Hydrogen Energy,2024,journal1996,jv1996
j1997,2-s2.0-85182439260,Angewandte Chemie - International Edition,2024,journal1997,jv1997
j1998,2-s2.0-85185444809,Construction and Building Materials,2024,journal1998,jv1998
j1999,2-s2.0-85179003493,Science of the Total Environment,2024,journal1999,jv1999
j2000,2-s2.0-85181104858,Measurement: Journal of the International Measurement Confederation,2024,journal2000,jv2000
j2001,2-s2.0-85179625089,Mechanical Systems and Signal Processing,2024,journal2001,jv2001
j2002,2-s2.0-85181693554,Qinghua Daxue Xuebao/Journal of Tsinghua University,2024,journal2002,jv2002
j2003,2-s2.0-85180374128,Journal of Power Sources,2024,journal2003,jv2003
j2004,2-s2.0-85179685142,Advanced Science,2024,journal2004,jv2004
j2005,2-s2.0-85183928427,Chemical Engineering Journal,2024,journal2005,jv2005
j2006,2-s2.0-85183670219,Chemical Engineering Journal,2024,journal2006,jv2006
j2007,2-s2.0-85184825003,Journal of Physical Chemistry C,2024,journal2007,jv2007
j2008,2-s2.0-85181674246,Qinghua Daxue Xuebao/Journal of Tsinghua University,2024,journal2008,jv2008
j2009,2-s2.0-85179690455,International Journal of Hydrogen Energy,2024,journal2009,jv2009
j2010,2-s2.0-85185820202,Cancer Biology and Medicine,2024,journal2010,jv2010
j2011,2-s2.0-85180416136,Engineering Structures,2024,journal2011,jv2011
j2012,2-s2.0-85184992756,Physical Review B,2024,journal2012,jv2012
j2013,2-s2.0-85185218726,Cancer research,2024,journal2013,jv2013
j2014,2-s2.0-85181750424,Qinghua Daxue Xuebao/Journal of Tsinghua University,2024,journal2014,jv2014
j2015,2-s2.0-85183547262,Chemical Engineering Journal,2024,journal2015,jv2015
