topicID,topicName
t2404,"Administration, Intravenous"
t2405,Antifibrinolytic Agents
t2406,"Arthroplasty, Replacement, Knee"
t2407,Anthozoa
t2408,Chlorophyll
t2409,Cytochromes
t2410,Electromagnetic fields
t2411,Full width at half maximum
t2412,Cost-Benefit Analysis
t2413,Flow of water
t2414,Geothermal fields
t2415,Structure (composition)
t2416,Control capabilities
t2417,Beam forming networks
t2418,Channel state information
t2419,Computer software reusability
t2420,Fertilizers
t2421,Garnets
t2422,Cholesterol
t2423,Luminance
t2424,Optical design
t2425,Emission spectroscopy
t2426,Phosphorescence
t2427,Axles
t2428,Platelets
t2429,Field emission cathodes
t2430,Field emission displays
t2431,benzene
t2432,cyclohexane
t2433,hydrocarbon
t2434,Beams and girders
t2435,Curie temperature
t2436,Piezoelectric ceramics
t2437,Piezoelectric motors
t2438,Carbohydrates
t2439,Data Science
t2440,Policy
t2441,Refuse Disposal
t2442,Calcium
t2443,Electron affinity
t2444,Equilibrium constants
t2445,Spray nozzles
t2446,Jahn-Teller effect
t2447,Arts computing
t2448,Art and designs
t2449,Domain Knowledge
t2450,Heterogeneous networks
t2451,Image sensors
t2452,Maximum likelihood estimation
t2453,Nanotechnology
t2454,Phase change materials
t2455,Polarization
t2456,Fluorine compounds
t2457,Fillers
t2458,quark
t2459,Metals
t2460,Oxidation-Reduction
t2461,Atomization
t2462,Cadmium alloys
t2463,Photocatalytic activity
t2464,Semiconductor alloys
t2465,Molecular Dynamics Simulation
t2466,Nanocatalysts
t2467,Cryogenics
t2468,Cutting
t2469,Particle swarm optimization (PSO)
t2470,Crosstalk
t2471,Color crosstalk
t2472,Kinetics
t2473,amino acid
t2474,organic compound
t2475,sugar
t2476,"AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase"
t2477,Alpha-Ketoglutarate-Dependent Dioxygenase FTO
t2478,Demethylation
t2479,Gallium alloys
t2480,Indium alloys
t2481,Phase interfaces
t2482,Audio systems
t2483,monoterpene
t2484,nitrate
t2485,ozone
t2486,Columns (structural)
t2487,Journal bearings
t2488,Electrocardiography
t2489,Crack tips
t2490,Methane
t2491,Dietary Supplements
t2492,Drug Delivery Systems
t2493,Palladium
t2494,Phonons
t2495,Electron transport properties
t2496,alkaloid
t2497,furan
t2498,isorhynchophylline
t2499,Jianghan Plain
t2500,Carbon nitride
t2501,Concrete buildings
t2502,Balance of plant
t2503,Critical modules
t2504,Bionics
t2505,South China Sea
t2506,collision
t2507,Diffusion in liquids
t2508,Boost converter
t2509,Boost and buck-boost converters
t2510,Buck-boost
t2511,abductor hallucis muscle
t2512,flexor digitorum brevis muscle
t2513,Organic solvents
t2514,Alkyl radicals
t2515,methane
t2516,developing world
t2517,Bottles
t2518,Electron density measurement
t2519,Channel flow
t2520,proton
t2521,Silicon on insulator technology
t2522,alicyclic amine
t2523,amine
t2524,Coolants
t2525,Electronics
t2526,Prostheses and Implants
t2527,Acquired Immunodeficiency Syndrome
t2528,Financial Management
t2529,Field effect transistors
t2530,Graphene transistors
t2531,Barium titanate
t2532,Mixers (machinery)
t2533,Serpentine
t2534,Electron beam lithography
t2535,Electron beams
t2536,Metal nanoparticles
t2537,Permeation
t2538,Chemical reactions
t2539,Semiconductor doping
t2540,Thermoelectricity
t2541,Linear matrix inequalities
t2542,Ambiguity set
t2543,Backscattering
t2544,Gels
t2545,Metabolomics
t2546,Cycloaddition
t2547,Cycloreversion
t2548,Diels-Alder cycloadditions
t2549,Alloying
t2550,Enterprise resource planning
t2551,Business resilience
t2552,Coronaviruses
t2553,Chromophores
t2554,CD36 Antigens
t2555,Microfluidic chips
t2556,Enantioselectivity
t2557,Shenzhen
t2558,Dissolution
t2559,bacterial vaccine
t2560,Escherichia coli vaccine
t2561,Pneumococcus vaccine
t2562,Amyloid
t2563,Amyloidosis
t2564,Cardiomyopathies
t2565,Aggression
t2566,Anger
t2567,3D geometry
t2568,Hierarchical tessellation
t2569,Piezoelectric actuators
t2570,Active control
t2571,Dissimilar materials
t2572,Lattice theory
t2573,Breakings
t2574,Complex energy
t2575,Evaporative cooling systems
t2576,Fossil fuels
t2577,Electric impedance
t2578,Detoxification
t2579,Fleet operations
t2580,Lagrange multipliers
t2581,Reynolds number
t2582,Strain
t2583,Flavivirus
t2584,Hydrogen Peroxide
t2585,lipid nanoparticle
t2586,liposome
t2587,messenger RNA
t2588,Drought
t2589,Anatomy
t2590,Bacteriology
t2591,Film cooling
t2592,Laminar boundary layer
t2593,Queueing theory
t2594,Street traffic control
t2595,Traffic congestion
t2596,Shaanxi
t2597,Yulin
t2598,Drop breakup
t2599,Thickness measurement
t2600,economic structure
t2601,financial system
t2602,Pakistan
t2603,Arid regions
t2604,Glacial geology
t2605,Information dissemination
t2606,Network routing
t2607,Electromagnets
t2608,Electromechanical devices
t2609,Magnetic actuators
t2610,Electron sources
t2611,body mass
t2612,cohort analysis
t2613,Bosons
t2614,Indoor air pollution
t2615,Ventilation
t2616,Aquaculture
t2617,Acoustic wave velocity
t2618,Bridges
t2619,Flame synthesis
t2620,Colloids
t2621,Dendrimers
t2622,Astroparticle physics
t2623,Changzhou
t2624,Jiangsu
t2625,Hamming distance
t2626,Canny Operators
t2627,Spectrometers
t2628,Analyse
t2629,Integrated luminosity
t2630,Glucose Oxidase
t2631,Energy Conservation
t2632,Flexibility
t2633,Glass
t2634,Oil tanks
t2635,Radar imaging
t2636,Basalt
t2637,Demagnetization
t2638,Paramagnetism
t2639,Denitrification
t2640,Age
t2641,Chinese
t2642,C++ (programming language)
t2643,Fast reactors
t2644,Hysteresis
t2645,environmental conditions
t2646,intermediate water
t2647,power generation
t2648,Evaluation
t2649,Forests
t2650,Hydraulic Structures
t2651,Azoospermia
t2652,"Azoospermia, Nonobstructive"
t2653,Foot
t2654,Brayton cycle
t2655,Asphalt mixtures
t2656,Gas detectors
t2657,Stereo image processing
t2658,Application execution
t2659,Data streams
t2660,Adaptive learning
t2661,Dynamic magnetic fields
t2662,Light-induced
t2663,Electric substations
t2664,Uncertainty analysis
t2665,Orbits
t2666,Atmospheric chemistry
t2667,Bubbles (in fluids)
t2668,Ambient pressures
t2669,Seismic waves
t2670,Dynamic time history
t2671,Dynamic time-history method
t2672,Flutter (aerodynamics)
t2673,Space optics
t2674,Convex optimization
t2675,Optical communication
t2676,Semiconductor optical amplifiers
t2677,Film thickness
t2678,Development model
t2679,Energy systems
t2680,Gamma rays
t2681,Conductive films
t2682,Electric windings
t2683,Aerodynamic stalling
t2684,Drag coefficient
t2685,Dust
t2686,Silicon compounds
t2687,Cosmic rays
t2688,Large eddy simulation
t2689,Turbulence
t2690,Androgen Antagonists
t2691,Docetaxel
t2692,Boundary layer flow
t2693,Object detection
t2694,Chaos theory
t2695,Berlin
t2696,Boston
t2697,Germany
t2698,Kriging
t2699,Chronic Disease
t2700,Complex topology
t2701,Covariance matrix
t2702,Shear waves
t2703,Acoustic noise measurement
t2704,Acoustic wave absorption
t2705,Concrete mixing
t2706,Brownian movement
t2707,Telescopes
t2708,Automobile simulators
t2709,Driving simulator
t2710,Diffraction gratings
t2711,Compound grating
t2712,Metallorganic chemical vapor deposition
t2713,Gravitational effects
t2714,Laser interferometry
t2715,Loess Plateau
t2716,Flight simulators
t2717,Cell signaling
t2718,Probes
t2719,Apartment houses
t2720,District heating
t2721,Jinsha River
t2722,Behavioral patterns
t2723,Design of buildings
t2724,Social networking (online)
t2725,Diffusion model
t2726,bentonite
t2727,cohesive sediment
t2728,empirical analysis
t2729,Arch bridges
t2730,Cosmetics
t2731,Pesticides
t2732,Interferometry
t2733,Natural frequencies
t2734,Optical heterodyning
t2735,Air pollution control
t2736,Gene expression
t2737,Coarsening
t2738,Intermetallics
t2739,Qinling Mountains
t2740,Roads and streets
t2741,Classifieds
t2742,Gasoline
t2743,Adenosine Triphosphate
t2744,Cluster Analysis
t2745,academic research
t2746,implementation process
t2747,learning
t2748,Anatolia
t2749,Turkey
t2750,earthquake damage
t2751,Bone Neoplasms
t2752,Breast Neoplasms
t2753,Electron emission
t2754,Photonic crystal fibers
t2755,Porous materials
t2756,Flow control
t2757,Cittert-Zernike theorem
t2758,Complex degree of coherence
t2759,Fourier
t2760,Room temperature
t2761,Blood-Brain Barrier
t2762,Capsid
t2763,Signal conditioning circuits
t2764,Strain measurement
t2765,AC electric field
t2766,Cell adhesion
t2767,automobile
t2768,control system
t2769,Halomonas
t2770,Radiators
t2771,Stars
t2772,Bias effects
t2773,Aberrations
t2774,betaine
t2775,choline
t2776,phosphatidylcholine
t2777,"Antibodies, Viral"
t2778,"Antigens, Viral"
t2779,Flame research
t2780,Pyrolysis
t2781,Cysts
t2782,Data structures
t2783,Machine Learning
t2784,Biometrics
t2785,Discrete wavelet transforms
t2786,Fake detection
t2787,perception
t2788,public attitude
t2789,Acoustic Modeling
t2790,Hidden Markov models
t2791,Guishui Basin
t2792,Agricultural pollution
t2793,Arabidopsis Proteins
t2794,Carboxylic Ester Hydrolases
t2795,Pumps
t2796,Auditory Cortex
t2797,Recovery
t2798,Particle size analysis
t2799,adsorbent
t2800,flame retardant
t2801,heavy metal
t2802,Ageing tests
t2803,Dc-link
t2804,Ejectors (pumps)
t2805,Vehicles
t2806,Cold rolling
t2807,Binary sequences
t2808,Embrittlement
t2809,Data fusion
t2810,Input output programs
t2811,Artificial organs
t2812,Biomedical engineering
t2813,atmospheric pressure
t2814,continental shelf
t2815,deep sea
t2816,Long Term Evolution (LTE)
t2817,Aircraft detection
t2818,Anti-Glomerular Basement Membrane Disease
t2819,Basement Membrane
t2820,Alginates
t2821,Hydrogen-Ion Concentration
t2822,Sedimentology
t2823,Big Data
t2824,Photometry
t2825,aquatic ecosystem
t2826,decision making
t2827,Deflection (structures)
t2828,Gravitation
t2829,High frequency transformers
t2830,Integrated circuit manufacture
t2831,Centromere
t2832,"Genome, Plant"
t2833,Telomere
t2834,"Antibodies, Neutralizing"
t2835,Coronary Angiography
t2836,Coronary Artery Disease
t2837,Coronary Stenosis
t2838,Endocytosis
t2839,Hippocampus
t2840,bilirubin
t2841,CA 19-9 antigen
t2842,dicer
t2843,Interactive computer systems
t2844,Plasma Gases
t2845,Spores
t2846,Cost Effectiveness
t2847,Aircraft
t2848,Adaptive optics
t2849,Computation properties
t2850,Landforms
t2851,Slope stability
t2852,Cell Membrane
t2853,KATP Channels
t2854,Network performance
t2855,Aluminum coated steel
t2856,Acceptance tests
t2857,affinity purification
t2858,aging
t2859,Magnetic storage
t2860,Yanhe Basin
t2861,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine"
t2862,1-Methyl-4-phenylpyridinium
t2863,Bryopsida
t2864,Chromosomes
t2865,DNA Transposable Elements
t2866,Chongqing
t2867,economic activity
t2868,Biological organs
t2869,Purification
t2870,antigen
t2871,drug therapy
t2872,Activated carbon treatment
t2873,Vegetation
t2874,Equation coefficients
t2875,Asynchronous generators
t2876,calcium ion
t2877,insulin
t2878,Angular distribution
t2879,Filter banks
t2880,Cell Nucleus
t2881,Histological Techniques
t2882,"Models, Theoretical"
t2883,Reproducibility of Results
t2884,Hurricanes
t2885,Beam commissioning
t2886,Bunchers
t2887,Chemical Bonds
t2888,Esca
t2889,Nonmetallic matrix composites
t2890,Cleaning
t2891,"Fatty Acids, Volatile"
t2892,Decision trees
t2893,Regenerative Medicine
t2894,Tissue engineering
t2895,Blood Glucose
t2896,Blood Glucose Self-Monitoring
t2897,"Diabetes Mellitus, Type 2"
t2898,Dynamic recrystallization
t2899,Benzopyrans
t2900,Binding Sites
t2901,Circular Dichroism
t2902,"Diabetes, Gestational"
t2903,"Diet, High-Fat"
t2904,Embankments
t2905,Soils
t2906,Archaea
t2907,Cellular Senescence
t2908,Engineering
t2909,Plasticity
t2910,Continuous variables
t2911,Distributed database systems
t2912,Chip based
t2913,Base Sequence
t2914,Recurrent neural networks
t2915,Application
t2916,Compatibility
t2917,Fluidized bed combustion
t2918,Fluidized bed process
t2919,Prestressing
t2920,Diamonds
t2921,Pulsed lasers
t2922,Excitons
t2923,Dynamic random access storage
t2924,Aircraft landing
t2925,aerosol
t2926,Launch vehicles
t2927,Reusability
t2928,Laplace transforms
t2929,Latexes
t2930,Bone Marrow
t2931,Hematopoiesis
t2932,Analysis method
t2933,Coal industry
t2934,Amino Acid Sequence
t2935,Indolequinones
t2936,Inductance
t2937,Corrosion protection
t2938,Electric lines
t2939,Image compression
t2940,Electric commutation
t2941,Lenalidomide
t2942,Multiple Myeloma
t2943,Endoplasmic Reticulum
t2944,Endosomes
t2945,Harvesters
t2946,Power control
t2947,Predictive control systems
t2948,Fuel economy
t2949,Adenosine Triphosphatases
t2950,Chromatin Assembly and Disassembly
t2951,Steganography
t2952,Distortion minimization
t2953,Mass Spectrometry
t2954,Organelles
t2955,Protein Transport
t2956,Crosswalks
t2957,Footbridges
t2958,Aerobiosis
t2959,Radiative Cooling
t2960,Building energy simulations
t2961,Biological Phenomena
t2962,Hypoxia
t2963,Cone-Beam Computed Tomography
t2964,Cranial Sutures
t2965,Information systems
t2966,Driers (materials)
t2967,Intrinsic mode functions
t2968,Adaptive decomposition
t2969,Adaptive response
t2970,Complement Activation
t2971,Complement Membrane Attack Complex
t2972,Complement System Proteins
t2973,Fire extinguishers
t2974,Zhengzhou
t2975,Electric control equipment
t2976,Blindness
t2977,Diabetes Mellitus
t2978,MATLAB
t2979,Flow rate
t2980,Antipsychotic Agents
t2981,Olanzapine
t2982,Electric impedance measurement
t2983,Alternating current
t2984,Lanthanoid Series Elements
t2985,"Metals, Rare Earth"
t2986,binding protein
t2987,Steel beams and girders
t2988,Angle steel
t2989,Position control
t2990,"Air Pollutants, Radioactive"
t2991,Radiation Monitoring
t2992,Mobile robots
t2993,Diffusion in solids
t2994,Object recognition
t2995,Competition
t2996,Metadata
t2997,Product design
t2998,Security of data
t2999,Energy management systems
t3000,Hypertension
t3001,Computer programming
t3002,Hydroelectric power
t3003,Continuous earthquake excitation
t3004,Glare
t3005,Lysophospholipids
t3006,Sphingosine
t3007,Gas chromatography
t3008,Communication method
t3009,Efficient communications
t3010,action potential
t3011,allodynia
t3012,animal experiment
t3013,Electrical efficiency
t3014,Coastal engineering
t3015,Floating breakwaters
t3016,Atomic emission spectroscopy
t3017,Laser induced breakdown spectroscopy
t3018,Catalyst poisoning
t3019,Carbon monoxide
t3020,Flowmeters
t3021,Graphite
t3022,CMOS integrated circuits
t3023,Light amplifiers
t3024,Computer crime
t3025,Electronic mail
t3026,Nitric Oxide
t3027,Electric power factor
t3028,Accurate estimation
t3029,Accuracy measurements
t3030,Adaptive adjustment
t3031,Cutoff frequency
t3032,Piles
t3033,Railroads
t3034,Bifidobacterium longum
t3035,Bile
t3036,"Chromatography, Liquid"
t3037,Electric breakdown
t3038,anthropogenic source
t3039,Iron
t3040,Diffusion bonding
t3041,Acoustic surface wave devices
t3042,Acoustic waves
t3043,Health Personnel
t3044,Visibility
t3045,Loads (forces)
t3046,Calorific value
t3047,Environmental Restoration and Remediation
t3048,"Metals, Heavy"
t3049,Fungi
t3050,Raman scattering
t3051,Surface scattering
t3052,Microspheres
t3053,Ultrasonic applications
t3054,Ultrasonic effects
t3055,Biochemical oxygen demand
t3056,Energy dispersive X ray analysis
t3057,Production efficiency
t3058,Customisation
t3059,Flow assembly
t3060,Factorization
t3061,Lower-upper decomposition
t3062,Life cycle
t3063,Shear walls
t3064,Phantoms
t3065,Single photon emission computed tomography
t3066,Multi-pinhole collimators
t3067,Urban transportation
t3068,Activity spaces
t3069,Distribution models
t3070,hydrogel
t3071,bone tissue
t3072,Flow batteries
t3073,Acoustic resonators
t3074,Renewable energy resources
t3075,Estrogens
t3076,Rheology
t3077,"Waste Disposal, Fluid"
t3078,Helium
t3079,Open source software
t3080,Open systems
t3081,Blasting
t3082,Hydroelectric power plants
t3083,Decomposition
t3084,Quantum theory
t3085,Chloramphenicol
t3086,Elements
t3087,Mapping
t3088,Reduction
t3089,Central Asia
t3090,North America
t3091,Calcium sulfate
t3092,Coke
t3093,Retaining walls
t3094,Multiplex Polymerase Chain Reaction
t3095,Joints (anatomy)
t3096,Error analysis
t3097,Capacitors
t3098,Concentration
t3099,Diluents
t3100,Financial data processing
t3101,Multi agent systems
t3102,Antenna arrays
t3103,Bolometers
t3104,antidiabetic agent
t3105,bexagliflozin
t3106,canagliflozin
t3107,Yangtze Basin
t3108,Microplastic
t3109,Computer hardware description languages
t3110,"Animals, Wild"
t3111,"Embolization, Therapeutic"
t3112,Hepatectomy
t3113,Spectrum analysis
t3114,Lubrication
t3115,Harvesting
t3116,Potable water
t3117,Thermal Engineering
t3118,economic development
t3119,"Adaptation, Physiological"
t3120,"Polymorphism, Genetic"
t3121,"Dermatitis, Atopic"
t3122,Pressure effects
t3123,Linear programming
t3124,Fouling
t3125,Arboviruses
t3126,Culicidae
t3127,Collision avoidance
t3128,Gaussian noise (electronic)
t3129,Contact curvature
t3130,Contact forces
t3131,Evaporation
t3132,Deep reinforcement learning
t3133,Demand response
t3134,Arbitrary Lagrangian Eulerian method
t3135,Efficient runtime treatment
t3136,Biomimetic materials
t3137,Synthetic biology
t3138,Dynamics characteristic
t3139,Africa
t3140,Conservation
t3141,Yancheng
t3142,Knowledge
t3143,Traffic control
t3144,Circular polarization
t3145,"Arthritis, Rheumatoid"
t3146,"Health Knowledge, Attitudes, Practice"
t3147,Thrust bearings
t3148,Public Assistance
t3149,angiography
t3150,arterial embolization
t3151,Microalgae
t3152,Electronic cooling
t3153,Search Engine
t3154,Automobile cooling systems
t3155,"Microscopy, Fluorescence"
t3156,Extracellular Polymeric Substance Matrix
t3157,Magnetization
t3158,Acrylic monomers
t3159,Faults detection
t3160,Frobenius norm
t3161,Disinfectants
t3162,Climate Change
t3163,Cognitive systems
t3164,Comparative analyzes
t3165,Composite bridges
t3166,Hair
t3167,Drug interactions
t3168,Mammals
t3169,beta actin
t3170,caspase 3
t3171,caspase 9
t3172,Delay control systems
t3173,Ag particles
t3174,Channel estimation
t3175,Laser excitation
t3176,Computer hardware
t3177,5g mobile communication
t3178,Age of information
t3179,Pressurized water reactors
t3180,Thermal expansion
t3181,Mobile commerce
t3182,Wages
t3183,Mathematical transformations
t3184,Chromogenics
t3185,oxygen radical
t3186,Autonomous driving
t3187,Auxiliary equipment
t3188,Femtosecond lasers
t3189,Cytoreduction Surgical Procedures
t3190,Diaphragm
t3191,Cyclic Loads
t3192,Finite Element Analysis
t3193,"Anemia, Sickle Cell"
t3194,"Antibodies, Monoclonal, Humanized"
t3195,Benzaldehydes
t3196,Diffractive optical elements
t3197,Diffractive optics
t3198,Collisions avoidance
t3199,Constraint theory
t3200,Distributed parameter control systems
t3201,Actuation delay
t3202,Comparison principle
t3203,Crushing
t3204,Bone Marrow Transplantation
t3205,Graft vs Host Disease
t3206,Environmental testing
t3207,Loss of coolant accidents
t3208,Erbium alloys
t3209,cofrogliptin
t3210,dipeptidyl peptidase IV
t3211,hemoglobin A1c
t3212,Data integration
t3213,clinical outcome
t3214,computer assisted tomography
t3215,critical limb ischemia
t3216,Rail motor cars
t3217,Drug products
t3218,Faults feature extractions
t3219,Hankel matrix
t3220,Min mutual information
t3221,Heat pipes
t3222,Holographic gratings
t3223,Holography
t3224,AC-AC power converters
t3225,Bridge circuits
t3226,"Aneurysm, Ruptured"
t3227,Cerebral Angiography
t3228,Gene encoding
t3229,vanilloid receptor 1
t3230,abdominal reflex
t3231,acute stress
t3232,Carbon carbon composites
t3233,Aqueous Humor
t3234,Interleukin-6
t3235,Codes (standards)
t3236,Channel coding
t3237,Sulfur compounds
t3238,eddy covariance
t3239,leaf area index
t3240,primary production
t3241,Elasticity Imaging Techniques
t3242,Vector spaces
t3243,Hospitalization
t3244,Leakage (fluid)
t3245,Air flow
t3246,Motion planning
t3247,Ethereum
t3248,Magnetic couplings
t3249,Secondary batteries
t3250,Electroactive polymer actuators
t3251,Low noise amplifiers
t3252,Particulate emissions
t3253,calcium
t3254,Blast resistance
t3255,aridification
t3256,climate change
t3257,Adaptive materials
t3258,Phase separation
t3259,Solvents
t3260,Binary phase shift keying
t3261,Chirp modulation
t3262,Shielding
t3263,Metal drawing
t3264,Plating
t3265,Automata theory
t3266,Antifungal Agents
t3267,Hole concentration
t3268,Brinkman models
t3269,Coupled systems
t3270,Entrance pupil
t3271,Field focal length
t3272,Bio-inspired synthesis
t3273,Conversion process
t3274,Electromagnetic simulation
t3275,Biodetection
t3276,Decay Resistance
t3277,interferon
t3278,macrogol
t3279,Antineoplastic Combined Chemotherapy Protocols
t3280,"Chemotherapy, Cancer, Regional Perfusion"
t3281,Combined Modality Therapy
t3282,Hepatocytes
t3283,Bit error rate
t3284,artificial neural network
t3285,Asian People
t3286,Deep deterministic policy gradient
t3287,Automobile steering equipment
t3288,Ferrite
t3289,Iron oxides
t3290,Lasers
t3291,Lissachatina fulica
t3292,Image acquisition
t3293,Image quality
t3294,Chord computation
t3295,Amplitude modulation
t3296,atmospheric moisture
t3297,polyurethan
t3298,Dialysis membranes
t3299,Congestion control (communication)
t3300,Packet loss
t3301,Capacitive sensors
t3302,Recombinant proteins
t3303,Follow-Up Studies
t3304,Binary trees
t3305,Grading
t3306,Steering
t3307,Grafting (chemical)
t3308,Singular value decomposition
t3309,Dexamethasone
t3310,DC-DC converters
t3311,Cable sheathing
t3312,Permittivity
t3313,Spurious signal noise
t3314,Classification learning
t3315,Automated vehicles
t3316,Connected and automated vehicle
t3317,coastal zone
t3318,computational fluid dynamics
t3319,Cardinalities
t3320,Maximization problem
t3321,Modular functions
t3322,Fairness constraints
t3323,Greedy algorithms
t3324,Cervical Vertebrae
t3325,Diffusion Tensor Imaging
t3326,Fault tolerance
t3327,Crystal growth
t3328,Atom transfer radical polymerization
t3329,School buildings
t3330,Tropics
t3331,Appliance operation schedule
t3332,Acoustic generators
t3333,Biological systems
t3334,Ant colony optimization
t3335,Neuroimaging
t3336,3D spaces
t3337,Dynamic scenes
t3338,Generation method
t3339,Artwork
t3340,Complex composites
t3341,Electromagnetic plane wave
t3342,Fixed frequency
t3343,Core values
t3344,Digital representations
t3345,crowdsourcing
t3346,Intensive care units
t3347,"Burnout, Professional"
t3348,"Burnout, Psychological"
t3349,Emotional Exhaustion
t3350,Analysis of variance (ANOVA)
t3351,Liquefied gases
t3352,Liquid nitrogen
t3353,Disparity estimations
t3354,Biomimetic nanovesicle
t3355,Disease diagnostics
t3356,Manipulators
t3357,Mobile computing
t3358,Heliographs
t3359,Marine applications
t3360,Dynamical systems
t3361,Attention mechanisms
t3362,Chinese agricultural disease and pest
t3363,Large scale systems
t3364,Social sciences computing
t3365,Consumption pathway
t3366,Oscillators (electronic)
t3367,Hybrid robots
t3368,Finance
t3369,International trade
t3370,Analytic hierarchy process
t3371,Crashworthiness
t3372,Defect engineering
t3373,Computer games
t3374,Operations research
t3375,Bounded rationality
t3376,Clearance sales
t3377,Battery pack
t3378,Bias
t3379,Neurology
t3380,Reactive power
t3381,Spatial distribution
t3382,Blogs
t3383,Crystal atomic structure
t3384,Blocking probability
t3385,Braking
t3386,microRNA
t3387,angiogenesis
t3388,Optimal systems
t3389,Robust control
t3390,System stability
t3391,Accident analysis
t3392,Boron carbide
t3393,Carbide tools
t3394,D S evidence theory
t3395,Importance measure
t3396,Multiple feature fusion
t3397,cognition
t3398,Columbidae
t3399,Infrared imaging
t3400,IV-VI semiconductors
t3401,Rolling
t3402,Drug therapy
t3403,Nitrates
t3404,Force control
t3405,Evaporators
t3406,Polyethylene glycols
t3407,Hash functions
t3408,Additional key word and phrasesdeep unsupervised hashing
t3409,Adenoviridae
t3410,Ellipsometry
t3411,Conditional mutual information
t3412,Energy interactions
t3413,Cellular Reprogramming
t3414,Adrenal Cortex Hormones
t3415,"Decompression, Surgical"
t3416,Integration
t3417,Electron spin resonance spectroscopy
t3418,"Blood Pressure Monitoring, Ambulatory"
t3419,Brain Ischemia
t3420,Bromine
t3421,Cations
t3422,Redox reactions
t3423,Chains
t3424,Leaves
t3425,Holographic displays
t3426,"Chromatography, High Pressure Liquid"
t3427,Fiber optic networks
t3428,Drug-Related Side Effects and Adverse Reactions
t3429,CFD-DEM
t3430,Coating process
t3431,Ballistics
t3432,Computer aided analysis
t3433,Creep testing
t3434,Liver Cirrhosis
t3435,Adenine
t3436,"Arrhythmias, Cardiac"
t3437,ab initio calculation
t3438,bath
t3439,Electric insulation
t3440,Assembly machines
t3441,Prandtl number
t3442,Torque
t3443,Electric excitation
t3444,Halogenation
t3445,Nanostructured materials
t3446,Selenium compounds
t3447,Analytical results
t3448,Aldehydes
t3449,Incident light
t3450,Plasma diagnostics
t3451,Critical Care
t3452,Tires
t3453,Cell Adhesion
t3454,Cell Movement
t3455,aerosol composition
t3456,cloud microphysics
t3457,Magnetic bearings
t3458,Active Magnetic Bearing
t3459,Colloidal crystals
t3460,Hypersonic boundary layers
t3461,Beryllium alloys
t3462,Metallic glass
t3463,Antiferromagnetics
t3464,bioink
t3465,biomaterial
t3466,Titanium compounds
t3467,Water absorption
t3468,Electron behavior
t3469,Extracellular Matrix
t3470,Mesenchymal Stem Cells
t3471,Alloys
t3472,Knowledge based systems
t3473,Boron Neutron Capture Therapy
t3474,Neutrons
t3475,Aromatic hydrocarbons
t3476,Kidney Calculi
t3477,Nanomagnetics
t3478,Antimicrobial Stewardship
t3479,Groundwater
t3480,Online systems
t3481,Hybrid systems
t3482,Molecular graphics
t3483,Combustion chambers
t3484,Diodes
t3485,Electric power measurement
t3486,Carbon emission flow theory
t3487,Four wave mixing
t3488,solvent
t3489,Conservation of Water Resources
t3490,Hydraulic motors
t3491,Hydraulic turbines
t3492,Porosity
t3493,Alkanesulfonates
t3494,Alkanesulfonic Acids
t3495,Engineering geology
t3496,Altitude control
t3497,Electric impedance tomography
t3498,airflow
t3499,boundary layer
t3500,Intelligent buildings
t3501,Water conservation
t3502,Annihilation
t3503,Germanium compounds
t3504,Charge density waves
t3505,Electrochemistry
t3506,Butylene Glycols
t3507,Alkanes
t3508,Atmosphere
t3509,Photosensitizers
t3510,Automobile bodies
t3511,Automobile suspensions
t3512,Chinese characters
t3513,Chinese mainland
t3514,Cell Death
t3515,Lipid Peroxidation
t3516,Piperazines
t3517,Breast Feeding
t3518,Feces
t3519,Biomolecular Condensates
t3520,Bacteriophages
t3521,Cyclic AMP
t3522,Diatoms
t3523,Drug Interactions
t3524,Membrane Proteins
t3525,Mice
t3526,Supercomputers
t3527,Far East
t3528,Bolted joints
t3529,Hydrogen Bonds
t3530,Aniline
t3531,Benzene
t3532,Statistical tests
t3533,Xian
t3534,Characteristic observation matrix
t3535,Baekdu Mountain
t3536,Changbai Mountains
t3537,Economic Development
t3538,Global Health
t3539,Dynamic light scattering
t3540,Europium compounds
t3541,Carbonylation
t3542,Ethylene glycol
t3543,Aluminum tubes
t3544,Calculation suggestion
t3545,Adenosinetriphosphate
t3546,Aerobic bacteria
t3547,Ionic liquids
t3548,Distance measurement
t3549,Azo dyes
t3550,Polycrystalline materials
t3551,Gamma ray spectrometers
t3552,Rotation
t3553,Consistent couple stress theory
t3554,Photomultipliers
t3555,Eutrophication
t3556,Isotopes
t3557,Kaolinite
t3558,Polycyclic aromatic hydrocarbons
t3559,High-k dielectric
t3560,Microwave devices
t3561,Amplitude shift keying
t3562,Light modulation
t3563,Trees (mathematics)
t3564,Dimensional subspace
t3565,Dimensional vectors
t3566,Electric power plant loads
t3567,chlorophyll
t3568,deciduous tree
t3569,Hydrogen peroxide
t3570,Masks
t3571,Crystallization mechanisms
t3572,Mechanism control
t3573,Yellow Sea
t3574,Echo suppression
t3575,Radar clutter
t3576,Cavitation
t3577,Atom lasers
t3578,Electron-phonon interactions
t3579,Hubbard model
t3580,Photoelectron spectroscopy
t3581,Oxidants
t3582,Developing countries
